Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
2,09:30:36,mature,9,sun,1,637.5,0,0.182,0.0578,89.2,1.98,3.35,32.37,6,1.42,1,2.84,29.95,32.37,29.94,100.13,99.56,12.434,15.358,28.99,35.81,400.1,2000,76,99.06,5.9,-0.049,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99.6,2.8E-02,2.8E-02,-2.7E-01,30,15.4,3.6E-03,2.4E-02,4.0E-02,30,400,1.5E-02,3.7E-03,-1.0E-01,40,-0.503,6.1E-01,1.2E+02,5.4E+00,OK
3,09:32:36,mature,9,sun,1,757.5,0,-0.637,0.0591,64.5,2.02,3.34,32.37,6,1.42,1,2.84,29.97,32.37,29.95,49.34,50.14,12.491,15.470,29.10,36.04,400.1,2000,59,99.06,5.24,-0.0524,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,50.2,3.1E-02,6.2E-02,-2.5E-01,30,15.5,3.9E-03,2.5E-02,4.3E-02,30,400,1.9E-02,4.8E-03,-1.0E-01,40,-0.855,2.2E-01,2.5E+01,1.9E+00,OK
4,09:34:36,mature,9,sun,1,877.5,0,0.35,0.0608,86.2,2.08,3.35,32.44,6,1.42,1,2.84,29.96,32.44,29.95,101.62,100.78,12.552,15.624,29.25,36.41,400.1,1999,18,99.07,5.95,-0.0553,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,101,2.2E-02,2.2E-02,1.4E-02,30,15.6,5.1E-03,3.3E-02,6.1E-02,30,400,9.0E-03,2.3E-03,-6.1E-02,40,0.533,2.3E-01,4.2E+01,-2.0E+00,OK
5,09:36:36,mature,9,sun,1,997.5,0,1.12,0.063,112,2.14,3.33,32.43,6,1.42,1,2.84,30.00,32.43,29.95,150.36,148.21,12.612,15.773,29.33,36.68,400.1,2000,6,99.06,6.41,-0.0546,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,148,4.1E-02,2.8E-02,4.0E-01,30,15.8,5.2E-03,3.3E-02,6.2E-02,30,400,1.6E-02,3.9E-03,-7.7E-02,40,1.32,1.3E-01,9.6E+00,-1.1E+00,OK
6,09:38:36,mature,9,sun,1,1117.5,0,3.2,0.0642,154,2.17,3.31,32.40,6,1.42,1,2.84,29.98,32.40,29.94,251.54,245.94,12.663,15.865,29.47,36.92,400.1,2000,6,99.07,6.96,-0.059,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,246,4.6E-02,1.9E-02,2.7E-01,30,15.9,6.8E-03,4.3E-02,1.8E-02,30,400,1.4E-02,3.6E-03,2.5E-02,40,3.38,1.9E-01,5.7E+00,-1.5E+00,OK
7,09:40:36,mature,9,sun,1,1238.0,0,5,0.0655,201,2.21,3.31,32.45,6,1.42,1,2.84,29.97,32.45,29.95,349.36,340.73,12.720,15.988,29.63,37.24,400.1,2000,13,99.07,7.59,-0.0639,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,341,3.9E-02,1.1E-02,1.2E-01,30,16,5.4E-03,3.4E-02,6.8E-02,30,400,1.6E-02,3.9E-03,-1.6E-01,40,5.19,2.2E-01,4.2E+00,-1.9E+00,OK
8,09:42:36,mature,9,sun,1,1358.0,0,8.33,0.0659,306,2.21,3.3,32.41,6,1.42,1,2.84,29.96,32.41,29.95,549.24,534.98,12.776,16.044,29.77,37.39,400.1,2000,9,99.07,7.9,-0.0629,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,535,6.0E-02,1.1E-02,6.0E-01,30,16,2.4E-03,1.5E-02,1.0E-02,30,400,2.1E-02,5.2E-03,9.4E-02,40,8.46,1.1E-01,1.3E+00,-9.1E-01,OK
9,09:44:36,mature,9,sun,1,1477.5,0,11.1,0.0647,421,2.18,3.3,32.43,6,1.42,1,2.84,29.99,32.43,29.95,750.32,731.35,12.851,16.066,29.90,37.38,400.1,1999,7,99.06,7.67,-0.0602,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,731,9.4E-02,1.3E-02,1.1E+00,30,16.1,2.4E-03,1.5E-02,2.1E-02,30,400,1.5E-02,3.7E-03,-1.2E-01,40,11,7.5E-02,6.8E-01,1.8E-01,OK
10,09:46:49,mature,9,sun,1,1610.0,0,13.5,0.0641,592,2.08,3.18,31.96,6,1.42,1,2.84,29.99,31.96,29.94,1000.27,976.98,12.928,15.995,30.09,37.22,400.1,2001,7,99.07,6.66,-0.0573,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,977,9.4E-02,9.6E-03,4.1E-01,30,16,1.6E-02,1.0E-01,-2.2E-01,30,400,2.2E-02,5.4E-03,2.3E-01,40,13.2,4.0E-01,3.0E+00,3.5E+00,OK
11,09:48:49,mature,9,sun,1,1730.5,0,15,0.0588,755,2,3.33,32.49,6,1.42,1,2.84,30.01,32.49,29.94,1251.05,1224.91,13.014,15.965,30.24,37.10,400.0,2000,6,99.07,5,-0.0566,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.22e+03,9.8E-02,8.0E-03,9.2E-01,30,16,3.6E-03,2.2E-02,-3.4E-02,30,400,2.9E-02,7.3E-03,-1.6E-01,40,14.4,5.6E-01,3.9E+00,4.7E+00,OK
