Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
2,11:45:59,mature,504,shade,1,1397.5,0,11.2,0.0377,1.42E+03,1.04,2.67,32.21,6,1.42,1,2.84,30.52,32.21,29.94,1999.11,1979.21,20.337,21.865,45.83,49.28,400.1,2000,13,98.89,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,9.6E-02,4.8E-03,-9.5E-01,30,21.8,9.2E-03,4.2E-02,1.2E-01,30,400,1.4E-02,3.4E-03,-1.4E-01,40,11.2,6.3E-02,5.6E-01,3.8E-01,OK
3,11:47:30,mature,504,shade,1,1489.0,0,11.5,0.0402,1.44E+03,1.09,2.62,32.02,6,1.42,1,2.84,30.50,32.02,29.94,1998.90,1978.45,20.301,21.894,45.80,49.40,400.1,1750,22,98.89,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,6.5E-02,3.3E-03,-2.2E-01,30,21.9,4.0E-03,1.8E-02,4.8E-02,30,400,9.3E-03,2.3E-03,-4.7E-02,40,11.6,3.9E-02,3.3E-01,8.9E-02,OK
4,11:49:03,mature,504,shade,1,1582.0,0,11.7,0.0443,1.48E+03,1.08,2.37,31.07,6,1.42,1,2.84,30.45,31.07,29.94,1998.91,1978.23,20.252,21.838,45.81,49.40,400.1,1500,100,98.89,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,5.8E-02,2.9E-03,-1.2E-01,30,21.8,3.8E-03,1.7E-02,-4.9E-02,30,400,8.8E-03,2.2E-03,-2.7E-02,40,11.7,7.8E-02,6.7E-01,-5.9E-01,OK
5,11:50:34,mature,504,shade,1,1673.0,0,11.5,0.0451,1.5E+03,1.08,2.33,30.88,6,1.42,1,2.84,30.44,30.88,29.95,1998.81,1978.35,20.206,21.789,45.73,49.32,400.1,1251,86,98.88,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.7E-02,4.4E-03,-9.2E-01,30,21.8,2.4E-03,1.1E-02,3.2E-03,30,400,1.3E-02,3.2E-03,1.2E-01,40,11.4,4.6E-02,4.0E-01,1.4E-01,OK
6,11:52:05,mature,504,shade,1,1764.0,0,11.1,0.0457,1.52E+03,1.08,2.3,30.75,6,1.42,1,2.84,30.41,30.75,29.94,1998.72,1978.82,20.160,21.744,45.69,49.29,400.1,1000,85,98.88,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,6.3E-02,3.2E-03,-2.5E-01,30,21.7,2.3E-03,1.1E-02,2.2E-02,30,400,1.0E-02,2.5E-03,6.4E-02,40,11.1,4.3E-02,3.9E-01,2.4E-01,OK
7,11:53:36,mature,504,shade,1,1855.0,0,10.9,0.0469,1.54E+03,1.1,2.27,30.66,6,1.42,1,2.84,30.40,30.66,29.94,1999.81,1980.25,20.155,21.763,45.71,49.36,400.1,800,46,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,6.8E-02,3.4E-03,-6.2E-01,30,21.8,4.8E-03,2.2E-02,6.0E-02,30,400,1.5E-02,3.7E-03,-1.1E-01,40,10.8,5.8E-02,5.4E-01,-5.3E-02,OK
8,11:55:07,mature,504,shade,1,1946.0,0,9.62,0.0464,1.58E+03,1.07,2.24,30.51,6,1.42,1,2.84,30.37,30.51,29.94,1999.67,1982.07,20.171,21.739,45.84,49.40,400.1,501,105,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.5E-02,4.3E-03,5.7E-01,30,21.7,2.7E-03,1.3E-02,2.9E-02,30,400,7.4E-03,1.8E-03,2.8E-02,40,9.59,8.3E-02,8.7E-01,1.0E-01,OK
9,11:56:38,mature,504,shade,1,2037.0,0,8.24,0.0462,1.63E+03,1.05,2.21,30.40,6,1.42,1,2.84,30.35,30.40,29.94,1999.38,1983.89,20.200,21.743,45.94,49.45,400.1,299,81,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,4.6E-02,2.3E-03,2.8E-01,30,21.7,1.8E-03,8.2E-03,9.6E-03,30,400,1.3E-02,3.2E-03,-3.6E-02,40,8.28,4.6E-02,5.6E-01,7.4E-02,OK
10,11:58:09,mature,504,shade,1,2128.0,0,7.35,0.0475,1.67E+03,1.07,2.18,30.31,6,1.42,1,2.84,30.35,30.31,29.94,1999.17,1984.98,20.232,21.794,46.03,49.58,400.1,201,123,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,7.6E-02,3.8E-03,-2.0E-01,30,21.8,3.6E-03,1.7E-02,4.2E-02,30,400,1.3E-02,3.3E-03,1.3E-01,40,7.35,5.1E-02,7.0E-01,-9.5E-03,OK
11,11:59:43,mature,504,shade,1,2222.0,0,5.29,0.048,1.74E+03,1.06,2.16,30.22,6,1.42,1,2.84,30.34,30.22,29.94,1999.02,1987.90,20.267,21.828,46.13,49.68,400.1,100,205,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.3E-01,6.4E-03,-6.9E-01,30,21.8,4.6E-03,2.1E-02,5.7E-02,30,400,1.3E-02,3.4E-03,1.4E-02,40,5.35,7.7E-02,1.4E+00,3.7E-01,OK
