Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
33,12:38:02,youn/mature,9,sun,7,5611.5,0,-0.755,0.0294,89,0.778,2.55,31.98,6,1.42,1,2.84,30.32,31.98,29.94,49.44,50.52,21.262,22.402,48.53,51.13,400.0,1499,5,99.03,4.31,-0.201,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,50.6,5.1E-02,1.0E-01,-5.5E-01,30,22.4,3.6E-03,1.6E-02,3.1E-02,30,400,1.3E-02,3.3E-03,2.7E-02,40,-0.952,1.7E-01,1.8E+01,1.5E+00,OK
34,12:40:11,youn/mature,9,sun,7,5741.0,0,-0.131,0.0307,102,0.808,2.55,31.99,6,1.42,1,2.84,30.32,31.99,29.94,99.13,99.21,21.294,22.479,48.59,51.30,400.0,1499,4,99.02,4.78,-0.203,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99.2,3.5E-02,3.5E-02,-2.4E-01,30,22.5,2.3E-03,1.0E-02,1.4E-02,30,400,2.4E-02,6.1E-03,-1.9E-01,40,0.0371,1.9E-01,5.0E+02,-1.6E+00,OK
35,12:42:20,youn/mature,9,sun,7,5870.0,0,0.415,0.032,123,0.835,2.52,31.92,6,1.42,1,2.84,30.31,31.92,29.94,150.22,149.41,21.322,22.547,48.69,51.49,400.0,1500,5,99.02,5.22,-0.205,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,149,2.8E-02,1.9E-02,-1.1E-01,30,22.5,3.0E-03,1.3E-02,2.3E-02,30,400,2.6E-02,6.4E-03,-3.2E-01,40,0.542,1.5E-01,2.7E+01,-1.2E+00,OK
36,12:44:29,youn/mature,9,sun,7,5998.5,0,1.57,0.0338,165,0.879,2.51,31.92,6,1.42,1,2.84,30.31,31.92,29.94,251.03,248.35,21.348,22.636,48.73,51.67,400.0,1499,4,99.01,5.83,-0.205,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,248,4.8E-02,1.9E-02,2.3E-01,30,22.6,3.1E-03,1.4E-02,2.8E-02,30,400,1.5E-02,3.8E-03,-1.3E-01,40,1.74,1.8E-01,1.1E+01,-1.6E+00,OK
37,12:46:38,youn/mature,9,sun,7,6127.5,0,2.9,0.0372,209,0.916,2.39,31.48,6,1.42,1,2.84,30.32,31.48,29.94,350.79,345.97,21.396,22.739,48.82,51.88,400.0,1499,6,99.01,6.07,-0.206,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,346,2.9E-02,8.4E-03,-2.1E-01,30,22.7,4.7E-03,2.1E-02,3.7E-02,30,400,2.8E-02,7.1E-03,-9.3E-02,40,2.94,8.7E-02,3.0E+00,-4.7E-01,OK
38,12:48:47,youn/mature,9,sun,7,6256.5,0,5.19,0.0369,297,0.95,2.49,31.89,6,1.42,1,2.84,30.32,31.89,29.94,550.29,541.73,21.415,22.807,48.87,52.04,400.0,1499,6,99.01,6.16,-0.209,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,542,4.8E-02,8.8E-03,1.5E-02,30,22.8,4.9E-03,2.2E-02,5.5E-02,30,400,3.5E-02,8.8E-03,-2.9E-01,40,5.23,3.7E-02,7.1E-01,-5.3E-02,OK
39,12:50:56,youn/mature,9,sun,7,6385.5,0,7.35,0.038,402,0.975,2.48,31.88,6,1.42,1,2.84,30.32,31.88,29.94,750.62,738.52,21.407,22.836,48.84,52.10,400.0,1499,6,99.01,5.75,-0.207,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,739,4.6E-02,6.3E-03,-4.1E-01,30,22.8,1.8E-03,8.1E-03,1.4E-02,30,400,3.0E-02,7.4E-03,-2.7E-01,40,7.2,1.2E-01,1.6E+00,1.0E+00,OK
40,12:53:13,youn/mature,9,sun,7,6522.5,0,9.71,0.0383,543,0.989,2.5,31.95,6,1.42,1,2.84,30.34,31.95,29.94,1001.15,985.13,21.438,22.887,48.84,52.14,400.0,1499,6,99,4.35,-0.206,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,985,5.8E-02,5.9E-03,-4.9E-01,30,22.9,4.6E-03,2.0E-02,4.9E-02,30,400,1.6E-02,4.0E-03,-1.3E-01,40,9.15,5.6E-01,6.2E+00,4.8E+00,OK
41,12:55:22,youn/mature,9,sun,7,6652.0,0,11.7,0.0377,689,0.978,2.51,32.01,6,1.42,1,2.84,30.36,32.01,29.94,1249.89,1230.57,21.476,22.909,48.87,52.13,400.0,1500,5,99,2.27,-0.205,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.23e+03,8.7E-02,7.0E-03,4.3E-01,30,22.9,2.9E-03,1.3E-02,2.9E-03,30,400,1.6E-02,4.0E-03,-9.4E-02,40,10.8,7.1E-01,6.5E+00,6.3E+00,OK
42,12:57:36,youn/mature,9,sun,7,6785.5,0,13.1,0.037,857,0.962,2.51,32.02,6,1.42,1,2.84,30.37,32.02,29.94,1500.60,1478.83,21.476,22.887,48.86,52.07,400.0,1499,6,98.99,-0.473,-0.205,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.48e+03,9.2E-02,6.2E-03,6.9E-01,30,22.9,2.3E-03,1.0E-02,-9.5E-03,30,400,1.0E-02,2.5E-03,7.3E-04,40,12.1,9.4E-01,7.7E+00,8.0E+00,OK
44,13:01:54,youn/mature,9,sun,7,7043.5,0,15,0.0351,1.22E+03,0.913,2.51,31.99,6,1.42,1,2.84,30.36,31.99,29.94,2000.76,1975.50,21.474,22.812,48.88,51.93,400.0,1500,9,98.99,-7.78,-0.197,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.2E-01,6.1E-03,1.1E-01,30,22.8,3.6E-03,1.6E-02,-3.8E-02,30,400,1.5E-02,3.7E-03,-7.2E-02,40,13.6,1.4E+00,1.1E+01,1.2E+01,OK
45,13:04:03,youn/mature,9,sun,7,7173.0,0,15.7,0.0343,1.4E+03,0.896,2.53,32.02,6,1.42,1,2.84,30.36,32.02,29.94,2249.93,2223.33,21.473,22.786,48.86,51.85,400.0,1500,9,98.99,-12.4,-0.192,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,2.22e+03,9.4E-02,4.2E-03,-7.4E-01,30,22.8,2.9E-03,1.3E-02,2.8E-02,30,400,1.8E-02,4.5E-03,-8.1E-02,40,14.1,1.7E+00,1.2E+01,1.5E+01,OK
