Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
45,11:30:06,mature,9,sun,7,7807.5,0,9.8,0.0156,902,0.499,3.06,33.31,6,1.42,1,2.84,30.22,33.31,29.94,1999.94,1983.75,20.268,21.000,46.54,48.23,400.1,1999,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,7.3E-02,3.7E-03,-3.3E-01,30,21,4.9E-03,2.3E-02,6.5E-02,30,400,9.8E-03,2.5E-03,-5.2E-02,40,9.9,1.3E-01,1.3E+00,-6.4E-01,OK
46,11:31:37,mature,9,sun,7,7898.5,0,9.57,0.015,886,0.463,2.97,33.02,6,1.42,1,2.84,30.24,33.02,29.94,1999.99,1984.26,20.412,21.092,46.82,48.38,400.1,1751,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.3E-02,4.2E-03,-2.6E-01,30,21.1,6.3E-03,3.0E-02,7.8E-02,30,400,1.3E-02,3.3E-03,2.1E-02,40,9.53,8.0E-02,8.4E-01,-3.2E-01,OK
47,11:33:08,mature,9,sun,7,7989.5,0,9.1,0.0143,894,0.425,2.85,32.65,6,1.42,1,2.84,30.24,32.65,29.94,1999.72,1984.82,20.560,21.185,47.15,48.58,400.1,1500,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.4E-02,4.2E-03,1.7E-01,30,21.2,7.0E-03,3.3E-02,8.9E-02,30,400,2.4E-02,6.1E-03,1.4E-01,40,9.2,8.5E-02,9.3E-01,2.2E-01,OK
48,11:34:39,mature,9,sun,7,8080.5,0,8.78,0.0137,891,0.388,2.72,32.20,6,1.42,1,2.84,30.26,32.20,29.95,1999.72,1985.39,20.718,21.288,47.47,48.77,400.1,1249,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,5.6E-02,2.8E-03,6.1E-01,30,21.3,7.5E-03,3.5E-02,1.0E-01,30,400,7.1E-03,1.8E-03,-3.0E-03,40,8.81,6.9E-02,7.8E-01,-5.4E-01,OK
49,11:36:10,mature,9,sun,7,8171.5,0,8.31,0.0133,919,0.356,2.58,31.70,6,1.42,1,2.84,30.21,31.70,29.94,1999.34,1985.82,20.862,21.385,47.92,49.13,400.1,1001,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,6.3E-02,3.2E-03,9.0E-02,30,21.4,3.6E-03,1.7E-02,4.7E-02,30,400,1.3E-02,3.4E-03,-4.8E-02,40,8.46,9.1E-02,1.1E+00,-2.2E-01,OK
50,11:37:42,mature,9,sun,7,8263.5,0,8,0.0132,949,0.336,2.45,31.27,6,1.42,1,2.84,30.16,31.27,29.94,1999.19,1986.19,20.979,21.471,48.33,49.46,400.1,800,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.0E-01,5.2E-03,7.5E-01,30,21.5,5.1E-03,2.4E-02,5.8E-02,30,400,6.8E-03,1.7E-03,-1.7E-02,40,8.07,1.0E-01,1.3E+00,-3.4E-01,OK
51,11:39:13,mature,9,sun,7,8354.5,0,7.14,0.0129,1.04E+03,0.31,2.3,30.71,6,1.42,1,2.84,30.17,30.71,29.94,1999.20,1987.57,21.093,21.547,48.58,49.63,400.1,501,7,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.0E-02,4.0E-03,-3.5E-01,30,21.5,5.3E-03,2.5E-02,6.4E-02,30,400,1.1E-02,2.7E-03,-1.7E-02,40,7.17,7.4E-02,1.0E+00,4.5E-01,OK
52,11:40:48,mature,9,sun,7,8449.5,0,6.16,0.0126,1.15E+03,0.284,2.18,30.23,6,1.42,1,2.84,30.13,30.23,29.94,1999.11,1989.02,21.213,21.630,48.97,49.93,400.1,300,6,99.06,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.1E-01,5.6E-03,2.7E-01,30,21.6,5.3E-03,2.5E-02,6.7E-02,30,400,1.0E-02,2.6E-03,-1.1E-01,40,6.31,1.6E-01,2.5E+00,-6.6E-01,OK
53,11:42:48,mature,9,sun,7,8569.5,0,5.78,0.012,1.16E+03,0.261,2.1,29.97,6,1.42,1,2.84,30.10,29.97,29.94,1998.96,1989.51,21.328,21.711,49.31,50.19,400.1,201,5,99.06,-6.94,-0.151,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.3E-01,6.4E-03,3.5E-01,30,21.7,3.1E-03,1.4E-02,3.9E-02,30,400,2.1E-02,5.3E-03,-4.9E-02,40,5.5,1.6E-01,2.9E+00,1.5E+00,OK
54,11:44:45,mature,9,sun,7,8686.5,0,4.11,0.0115,1.36E+03,0.244,2.03,29.71,6,1.42,1,2.84,30.05,29.71,29.94,1998.75,1991.87,21.450,21.807,49.73,50.56,400.1,100,7,99.06,-7.26,-0.152,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,9.5E-02,4.8E-03,5.9E-01,30,21.8,4.7E-03,2.1E-02,5.4E-02,30,400,2.6E-02,6.4E-03,-2.1E-01,40,4.08,8.7E-02,2.1E+00,-6.9E-01,OK
