Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
45,09:46:26,mature,caferana,shade,7,8513.0,0,8.92,0.0223,1.24E+03,0.827,3.59,31.37,6,1.42,1,2.84,29.99,31.37,29.95,1999.54,1983.70,8.999,10.227,20.94,23.80,400.0,1998,29,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,7.3E-02,3.7E-03,6.7E-03,30,10.2,4.9E-03,4.8E-02,-6.2E-02,30,400,2.5E-02,6.2E-03,-1.9E-01,40,8.86,8.1E-02,9.1E-01,-4.4E-01,OK
46,09:47:57,mature,caferana,shade,7,8604.0,0,8.74,0.0207,1.21E+03,0.755,3.54,31.14,6,1.42,1,2.84,30.00,31.14,29.95,1999.47,1984.12,9.016,10.137,20.97,23.58,400.1,1751,30,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,9.1E-02,4.6E-03,7.4E-01,30,10.1,4.7E-03,4.6E-02,-6.1E-02,30,400,1.1E-02,2.9E-03,1.1E-01,40,8.68,5.2E-02,6.0E-01,2.4E-01,OK
47,09:49:33,mature,caferana,shade,7,8700.0,0,8.55,0.0192,1.18E+03,0.71,3.57,31.24,6,1.42,1,2.84,29.99,31.24,29.95,1999.48,1984.55,9.030,10.084,21.01,23.47,400.1,1501,31,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.4E-01,7.1E-03,8.4E-01,30,10.1,1.7E-03,1.7E-02,-1.8E-02,30,400,1.0E-02,2.6E-03,8.6E-02,40,8.61,7.4E-02,8.5E-01,-1.5E-01,OK
48,09:51:04,mature,caferana,shade,7,8791.0,0,8.29,0.0185,1.17E+03,0.663,3.48,30.87,6,1.42,1,2.84,29.95,30.87,29.95,1999.19,1984.79,9.050,10.034,21.11,23.40,400.0,1251,31,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,6.8E-02,3.4E-03,6.4E-01,30,10,2.8E-03,2.8E-02,-2.5E-02,30,400,3.6E-02,9.1E-03,2.9E-01,40,8.25,9.5E-02,1.2E+00,8.6E-02,OK
49,09:52:35,mature,caferana,shade,7,8882.0,0,7.9,0.018,1.19E+03,0.627,3.39,30.47,6,1.42,1,2.84,29.96,30.47,29.95,1999.23,1985.51,9.071,10.001,21.14,23.31,400.1,1000,32,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,6.4E-02,3.2E-03,3.9E-01,30,10,1.7E-03,1.7E-02,-9.5E-03,30,400,1.6E-02,3.9E-03,6.1E-02,40,7.88,6.5E-02,8.2E-01,-1.6E-01,OK
50,09:54:06,mature,caferana,shade,7,8973.0,0,7.54,0.0174,1.2E+03,0.592,3.31,30.13,6,1.42,1,2.84,29.93,30.13,29.95,1998.85,1985.79,9.091,9.971,21.23,23.28,400.0,801,36,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.0E-02,4.0E-03,-9.1E-01,30,9.97,1.1E-03,1.1E-02,-1.1E-02,30,400,1.4E-02,3.5E-03,-1.1E-01,40,7.55,4.3E-02,5.7E-01,-2.0E-01,OK
51,09:55:38,mature,caferana,shade,7,9065.0,0,7.09,0.0169,1.23E+03,0.555,3.18,29.60,6,1.42,1,2.84,29.90,29.60,29.95,1998.87,1986.58,9.108,9.932,21.30,23.22,400.1,500,39,99.07,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.9E-02,4.5E-03,-9.6E-01,30,9.93,1.9E-03,1.9E-02,-2.0E-02,30,400,1.5E-02,3.9E-03,7.6E-03,40,7.01,7.8E-02,1.1E+00,6.4E-01,OK
52,09:57:09,mature,caferana,shade,7,9156.0,0,6.21,0.0166,1.3E+03,0.527,3.09,29.20,6,1.42,1,2.84,29.86,29.20,29.94,1998.54,1987.66,9.118,9.901,21.38,23.21,400.0,301,40,99.06,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.2E-02,4.1E-03,3.1E-01,30,9.9,1.5E-03,1.5E-02,7.1E-05,30,400,1.0E-02,2.6E-03,-4.5E-02,40,6.29,5.5E-02,8.8E-01,3.7E-01,OK
53,09:58:56,mature,caferana,shade,7,9263.5,0,5.79,0.016,1.32E+03,0.501,3.05,29.01,6,1.42,1,2.84,29.84,29.01,29.94,2000.25,1990.06,9.137,9.881,21.44,23.18,400.0,200,39,99.06,-3.94,0.0336,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.3E-01,6.7E-03,1.8E-01,30,9.88,2.2E-03,2.2E-02,-8.1E-03,30,400,8.3E-03,2.1E-03,-4.8E-02,40,5.8,1.1E-01,1.9E+00,-5.3E-01,OK
54,10:00:55,mature,caferana,shade,7,9382.0,0,5.2,0.0156,1.37E+03,0.481,2.99,28.76,6,1.42,1,2.84,29.82,28.76,29.95,2000.17,1990.94,9.152,9.866,21.50,23.17,400.0,101,40,99.07,-4.44,0.0431,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.1E-02,4.1E-03,-2.8E-01,30,9.87,2.8E-03,2.8E-02,-1.5E-02,30,400,2.0E-02,5.1E-03,-1.9E-01,40,4.89,2.1E-01,4.2E+00,1.8E+00,OK
