Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
29,11:59:19,mature,504,sun,5,6537.0,0,8.38,0.18,294,3.99,2.26,29.84,6,1.42,1,2.84,30.01,29.84,29.95,400.04,385.17,13.928,19.800,32.34,45.98,400.0,1999,13,99.01,7.37,-0.15,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,385,8.9E-02,2.3E-02,8.8E-02,30,19.8,7.0E-03,3.5E-02,-9.3E-02,30,400,1.1E-02,2.8E-03,-9.6E-02,40,15.4,5.1E+00,3.3E+01,-4.3E+01,OK
30,12:01:27,mature,504,sun,5,6669.5,0,0.45,0.173,91.1,3.87,2.28,29.86,6,1.42,1,2.84,30.03,29.86,29.94,100.28,99.03,13.987,19.672,32.45,45.65,400.1,1999,13,99.01,5.75,-0.146,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99,4.1E-02,4.1E-02,2.8E-01,30,19.7,4.0E-03,2.0E-02,-4.8E-02,30,400,2.4E-02,5.9E-03,-2.7E-01,40,-0.111,5.4E-01,4.8E+02,4.7E+00,OK
31,12:03:27,mature,504,sun,5,6789.5,0,-0.93,0.167,57.9,3.78,2.29,29.88,6,1.42,1,2.84,30.03,29.88,29.94,49.47,50.58,14.032,19.584,32.54,45.42,400.1,2000,14,99.01,5.19,-0.145,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,50.5,4.4E-02,8.7E-02,1.5E-02,30,19.6,3.3E-03,1.7E-02,-3.6E-02,30,400,1.7E-02,4.2E-03,2.0E-03,40,-0.963,1.0E-01,1.1E+01,8.3E-01,OK
32,12:05:28,mature,504,sun,5,6910.5,0,0.669,0.162,89.1,3.69,2.31,29.91,6,1.42,1,2.84,30.04,29.91,29.95,101.23,99.68,14.062,19.494,32.61,45.21,400.1,1999,14,99,5.64,-0.14,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99.7,3.1E-02,3.1E-02,-3.0E-01,30,19.5,3.9E-03,2.0E-02,-4.8E-02,30,400,1.4E-02,3.6E-03,-2.5E-02,40,0.764,1.6E-01,2.1E+01,-1.3E+00,OK
33,12:07:40,mature,504,sun,5,7043.0,0,1.65,0.157,123,3.59,2.31,29.89,6,1.42,1,2.84,30.05,29.89,29.94,149.42,146.16,14.107,19.381,32.69,44.91,400.0,1999,14,99,6.77,-0.14,0.5,-0.22,2.74,1.00,0.00,0.16,111115,30,146,4.2E-01,2.9E-01,-4.9E+00,30,19.4,5.0E-03,2.6E-02,-5.7E-02,30,400,1.9E-02,4.7E-03,-1.4E-01,40,1.85,3.8E-01,2.1E+01,-2.6E+00,OK
34,12:09:43,mature,504,sun,5,7166.0,0,4.4,0.152,187,3.5,2.33,29.91,6,1.42,1,2.84,30.09,29.91,29.94,251.45,243.56,14.161,19.305,32.74,44.63,400.1,1999,14,98.99,7.1,-0.136,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,243,7.6E-02,3.1E-02,8.7E-01,30,19.3,3.1E-03,1.6E-02,-1.2E-02,30,400,2.4E-02,5.9E-03,-2.6E-01,40,4.62,1.2E-01,2.6E+00,-1.1E+00,OK
35,12:11:43,mature,504,sun,5,7285.5,0,6.82,0.147,249,3.43,2.34,29.96,6,1.42,1,2.84,30.09,29.96,29.94,349.47,337.50,14.210,19.248,32.85,44.50,400.0,2001,14,98.99,7.45,-0.128,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,337,3.2E-02,9.5E-03,9.5E-02,30,19.3,3.5E-03,1.8E-02,-3.7E-02,30,400,1.8E-02,4.5E-03,-1.9E-01,40,6.9,8.7E-02,1.3E+00,-7.1E-01,OK
36,12:13:43,mature,504,sun,5,7405.5,0,10.8,0.142,386,3.35,2.37,30.03,6,1.42,1,2.84,30.10,30.03,29.94,549.32,530.46,14.256,19.179,32.92,44.29,400.1,2001,15,98.98,7.8,-0.126,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,530,7.8E-02,1.5E-02,7.0E-01,30,19.2,2.2E-03,1.2E-02,-2.3E-02,30,400,2.0E-02,5.1E-03,-7.9E-02,40,11.1,1.8E-01,1.6E+00,-1.6E+00,OK
37,12:15:43,mature,504,sun,5,7525.5,0,14.3,0.138,528,3.27,2.38,30.05,6,1.42,1,2.84,30.11,30.05,29.95,750.22,725.25,14.300,19.109,33.02,44.13,400.1,2000,14,98.98,7.34,-0.123,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,725,3.6E-02,5.0E-03,-2.5E-01,30,19.1,4.6E-03,2.4E-02,-5.6E-02,30,400,2.8E-02,7.1E-03,-9.5E-02,40,14.2,1.2E-01,8.2E-01,1.0E+00,OK
38,12:17:53,mature,504,sun,5,7655.5,0,17.1,0.132,721,3.15,2.39,30.05,6,1.42,1,2.84,30.12,30.05,29.95,1000.48,970.21,14.346,18.984,33.09,43.79,400.0,1999,14,98.98,6.67,-0.116,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,970,1.1E-01,1.2E-02,6.2E-01,30,19,4.9E-03,2.6E-02,-5.5E-02,30,400,2.8E-02,7.0E-03,-2.0E-01,40,16.5,3.2E-01,1.9E+00,2.8E+00,OK
