Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
37,15:11:43,old,tower_tachi,more_shade,lc3,7445.5,0,11.2,0.0148,662,0.667,4.31,34.41,6,1.42,1,2.84,30.86,34.41,29.94,2000.65,1981.83,10.733,11.721,23.58,25.75,400.1,2000,14,98.3,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.3E-01,6.6E-03,9.2E-02,30,11.7,2.3E-03,2.0E-02,1.0E-02,30,400,1.3E-02,3.3E-03,3.4E-02,40,11.5,1.3E-01,1.1E+00,-4.4E-01,OK
38,15:13:19,old,tower_tachi,more_shade,lc3,7542.0,0,11.1,0.0149,691,0.615,3.94,33.13,6,1.42,1,2.84,30.83,33.13,29.94,2000.67,1982.13,10.728,11.638,23.61,25.61,400.1,1751,22,98.3,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,7.4E-02,3.8E-03,-4.9E-01,30,11.6,3.5E-03,3.0E-02,-4.1E-02,30,400,1.8E-02,4.6E-03,-2.0E-01,40,11.2,1.2E-01,1.1E+00,6.3E-01,OK
39,15:15:01,old,tower_tachi,more_shade,lc3,7644.0,0,12,0.0149,596,0.645,4.12,33.76,6,1.42,1,2.84,30.87,33.76,29.94,2001.19,1981.21,10.715,11.671,23.52,25.62,400.1,1500,16,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.8E-01,9.3E-03,-8.0E-01,30,11.7,4.4E-03,3.8E-02,5.0E-02,30,400,9.1E-03,2.3E-03,2.3E-02,40,12,1.3E-01,1.1E+00,3.9E-01,OK
40,15:16:32,old,tower_tachi,more_shade,lc3,7735.0,0,11.4,0.0143,609,0.599,4.01,33.35,6,1.42,1,2.84,30.81,33.35,29.93,2001.00,1982.11,10.715,11.602,23.60,25.55,400.1,1250,15,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.7E-02,4.4E-03,9.2E-01,30,11.6,1.7E-03,1.5E-02,4.2E-03,30,400,9.0E-03,2.2E-03,-1.9E-02,40,11.5,6.7E-02,5.8E-01,-2.0E-01,OK
41,15:18:05,old,tower_tachi,more_shade,lc3,7828.0,0,11.3,0.0139,589,0.566,3.89,32.89,6,1.42,1,2.84,30.77,32.89,29.93,2001.10,1982.41,10.703,11.541,23.63,25.48,400.1,1001,13,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.2E-01,6.3E-03,8.0E-01,30,11.5,9.2E-04,7.9E-03,-3.6E-03,30,400,7.5E-03,1.9E-03,-1.1E-02,40,11.2,9.2E-02,8.2E-01,-2.6E-01,OK
42,15:19:36,old,tower_tachi,more_shade,lc3,7919.0,0,11,0.0137,609,0.544,3.8,32.57,6,1.42,1,2.84,30.75,32.57,29.93,2001.02,1982.88,10.691,11.498,23.63,25.42,400.1,801,13,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.1E-01,5.5E-03,3.6E-01,30,11.5,2.1E-03,1.8E-02,1.9E-03,30,400,1.7E-02,4.3E-03,1.7E-01,40,10.8,6.2E-02,5.8E-01,3.3E-01,OK
43,15:21:07,old,tower_tachi,more_shade,lc3,8010.0,0,9.87,0.0127,659,0.491,3.69,32.12,6,1.42,1,2.84,30.73,32.12,29.93,2001.00,1984.74,10.688,11.415,23.64,25.25,400.1,501,13,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,2.0E-01,9.8E-03,9.9E-01,30,11.4,2.0E-03,1.8E-02,-2.3E-02,30,400,1.7E-02,4.2E-03,-1.2E-02,40,9.92,1.3E-01,1.3E+00,-6.7E-01,OK
44,15:22:47,old,tower_tachi,more_shade,lc3,8110.0,0,8.1,0.0112,747,0.423,3.6,31.78,6,1.42,1,2.84,30.71,31.78,29.93,2001.18,1987.77,10.680,11.306,23.66,25.05,400.1,299,13,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.5E-01,7.3E-03,8.6E-01,30,11.3,4.4E-03,3.9E-02,-5.8E-02,30,400,1.6E-02,3.9E-03,1.7E-01,40,8.18,1.0E-01,1.3E+00,-6.0E-01,OK
45,15:24:30,old,tower_tachi,more_shade,lc3,8213.0,0,6.71,0.0102,849,0.379,3.56,31.59,6,1.42,1,2.84,30.67,31.59,29.94,2001.13,1989.94,10.666,11.228,23.68,24.93,400.1,201,12,98.29,-1.97,-0.00968,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,7.9E-02,4.0E-03,9.1E-01,30,11.2,3.7E-03,3.3E-02,-4.6E-02,30,400,1.6E-02,4.0E-03,-1.2E-01,40,6.77,7.6E-02,1.1E+00,-3.9E-01,OK
46,15:26:27,old,tower_tachi,more_shade,lc3,8329.0,0,5.38,0.00979,1.02E+03,0.358,3.51,31.36,6,1.42,1,2.84,30.65,31.36,29.93,2000.92,1991.78,10.653,11.184,23.67,24.85,400.1,100,12,98.29,-2.58,0.00357,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,1.8E-01,8.8E-03,-4.9E-01,30,11.2,2.5E-03,2.3E-02,-2.3E-02,30,400,1.9E-02,4.8E-03,-9.3E-03,40,5.19,2.8E-01,5.3E+00,2.6E+00,OK
