Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
11,10:35:02,mature,11,sun_1,3,5688.0,0,-0.492,0.00702,159,0.21,2.87,31.62,6,1.42,1,2.84,29.78,31.62,29.95,50.73,51.45,17.859,18.168,42.10,42.83,400.0,2000,6,99.17,5.27,-0.0391,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,51.5,4.2E-02,8.1E-02,-5.0E-01,30,18.2,1.8E-03,9.8E-03,7.1E-03,30,400,2.7E-02,6.9E-03,-2.5E-01,40,2.75,3.3E+00,1.2E+02,-3.0E+01,OK
12,10:36:59,mature,11,sun_1,3,5805.0,0,-0.299,0.0075,158,0.224,2.87,31.65,6,1.42,1,2.84,29.81,31.65,29.95,99.57,99.99,17.891,18.221,42.11,42.89,400.0,2000,8,99.16,5.92,-0.0424,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,100,2.9E-02,2.9E-02,-1.6E-02,30,18.2,3.6E-03,2.0E-02,3.6E-02,30,400,1.3E-02,3.2E-03,-4.4E-02,40,-0.0918,2.1E-01,2.3E+02,-1.9E+00,OK
13,10:38:56,mature,11,sun_1,3,5922.0,0,-0.062,0.00793,155,0.237,2.87,31.67,6,1.42,1,2.84,29.79,31.67,29.95,150.22,150.26,17.928,18.277,42.23,43.05,400.0,2000,6,99.16,6.41,-0.0427,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,150,4.3E-02,2.8E-02,4.2E-01,30,18.3,3.4E-03,1.8E-02,2.8E-02,30,400,2.6E-02,6.6E-03,-2.8E-01,40,0.0913,1.8E-01,2.0E+02,-1.6E+00,OK
14,10:40:54,mature,11,sun_1,3,6039.5,0,0.351,0.00856,175,0.255,2.87,31.66,6,1.42,1,2.84,29.82,31.66,29.95,251.19,250.57,17.958,18.334,42.24,43.12,400.1,1999,6,99.16,7.13,-0.042,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,251,3.1E-02,1.2E-02,2.8E-01,30,18.3,3.1E-03,1.7E-02,2.5E-02,30,400,1.4E-02,3.6E-03,-2.7E-02,40,0.568,2.3E-01,4.0E+01,-2.0E+00,OK
15,10:42:51,mature,11,sun_1,3,6156.5,0,0.744,0.00902,203,0.269,2.87,31.69,6,1.42,1,2.84,29.82,31.69,29.95,350.37,349.12,17.978,18.374,42.28,43.21,400.0,1999,6,99.16,7.62,-0.0409,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,349,4.1E-02,1.2E-02,-3.5E-01,30,18.4,3.0E-03,1.6E-02,2.9E-02,30,400,2.2E-02,5.6E-03,-6.3E-03,40,0.994,2.1E-01,2.2E+01,-1.8E+00,OK
16,10:44:48,mature,11,sun_1,3,6273.5,0,1.75,0.00948,232,0.282,2.86,31.68,6,1.42,1,2.84,29.81,31.68,29.95,549.67,546.81,18.012,18.427,42.39,43.37,400.0,1999,7,99.16,7.98,-0.0445,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,547,4.7E-02,8.6E-03,6.1E-03,30,18.4,3.0E-03,1.6E-02,3.4E-02,30,400,1.7E-02,4.4E-03,-1.4E-01,40,1.89,1.3E-01,7.0E+00,-1.1E+00,OK
17,10:46:45,mature,11,sun_1,3,6390.5,0,2.77,0.0103,287,0.304,2.85,31.68,6,1.42,1,2.84,29.82,31.68,29.95,750.47,745.96,18.059,18.507,42.47,43.52,400.0,1999,7,99.16,7.65,-0.042,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,746,7.3E-02,9.7E-03,-7.5E-01,30,18.5,4.6E-03,2.5E-02,4.3E-02,30,400,2.2E-02,5.5E-03,-2.3E-01,40,2.6,1.1E-01,4.3E+00,1.0E+00,OK
18,10:49:11,mature,11,sun_1,3,6537.0,0,4.08,0.011,369,0.328,2.86,31.74,6,1.42,1,2.84,29.85,31.74,29.95,1000.41,993.81,18.129,18.612,42.57,43.70,400.0,2000,6,99.16,6.65,-0.0403,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,994,7.0E-02,7.0E-03,-5.2E-01,30,18.6,3.0E-03,1.6E-02,3.3E-02,30,400,1.7E-02,4.2E-03,-1.6E-01,40,3.66,3.6E-01,9.8E+00,3.2E+00,OK
19,10:51:12,mature,11,sun_1,3,6657.5,0,5.69,0.0118,426,0.35,2.86,31.77,6,1.42,1,2.84,29.87,31.77,29.95,1249.73,1240.54,18.190,18.706,42.65,43.85,400.0,1999,6,99.16,4.73,-0.0456,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.24e+03,8.4E-02,6.7E-03,-7.4E-01,30,18.7,4.1E-03,2.2E-02,5.2E-02,30,400,3.1E-02,7.8E-03,-3.6E-01,40,5.03,6.6E-01,1.3E+01,6.0E+00,OK
20,10:53:15,mature,11,sun_1,3,6780.5,0,7.05,0.0126,543,0.376,2.86,31.82,6,1.42,1,2.84,29.88,31.82,29.95,1499.72,1488.31,18.252,18.805,42.77,44.06,400.0,1999,7,99.16,2.8,-0.0442,0.8,-0.22,2.74,1.00,0.00,0.16,111125,30,1.49e+03,8.7E-02,5.9E-03,2.3E-01,30,18.8,4.4E-03,2.3E-02,4.1E-02,30,400,1.4E-02,3.4E-03,-6.0E-02,40,6.47,6.3E-01,9.7E+00,5.4E+00,OK
