Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
46,12:38:14,mature,500,shade,7,9966.5,0,-0.638,0.0146,118,0.332,2.18,31.70,6,1.42,1,2.84,30.22,31.70,29.94,49.50,50.43,24.885,25.370,57.08,58.20,400.1,1500,4,98.98,4.59,-0.257,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,50.5,3.7E-02,7.3E-02,-3.7E-01,30,25.4,1.9E-03,7.6E-03,1.4E-02,30,400,1.7E-02,4.3E-03,-4.2E-02,40,-0.818,1.6E-01,2.0E+01,1.5E+00,OK
47,12:40:42,mature,500,shade,7,10115.0,0,-0.268,0.0154,123,0.351,2.18,31.71,6,1.42,1,2.84,30.22,31.71,29.94,99.19,99.54,24.906,25.419,57.12,58.30,400.1,1499,3,98.98,5.07,-0.263,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99.5,1.7E-02,1.7E-02,1.2E-01,30,25.4,2.6E-03,1.0E-02,2.3E-02,30,400,1.8E-02,4.6E-03,-1.0E-01,40,-0.0776,1.9E-01,2.5E+02,-1.6E+00,OK
48,12:43:09,mature,500,shade,7,10261.5,0,0.15,0.0163,130,0.37,2.17,31.67,6,1.42,1,2.84,30.21,31.67,29.94,150.36,150.05,24.894,25.434,57.15,58.39,400.1,1500,2,98.98,5.5,-0.267,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,150,4.1E-02,2.8E-02,7.9E-02,30,25.4,4.0E-03,1.6E-02,-2.8E-02,30,400,2.0E-02,5.0E-03,-1.0E-01,40,0.278,1.2E-01,4.1E+01,-1.1E+00,OK
49,12:45:37,mature,500,shade,7,10410.0,0,0.784,0.0178,171,0.401,2.15,31.62,6,1.42,1,2.84,30.20,31.62,29.94,250.98,249.66,24.853,25.438,57.08,58.43,400.1,1500,7,98.97,6.18,-0.258,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,250,2.7E-02,1.1E-02,1.7E-01,30,25.4,2.0E-03,8.0E-03,-9.9E-05,30,400,3.0E-02,7.6E-03,-7.9E-02,40,1.06,2.4E-01,2.3E+01,-2.1E+00,OK
50,12:48:04,mature,500,shade,7,10556.5,0,1.63,0.0187,198,0.42,2.16,31.62,6,1.42,1,2.84,30.19,31.62,29.94,350.56,347.90,24.837,25.452,57.06,58.47,400.1,1500,5,98.97,6.41,-0.257,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,348,4.0E-02,1.1E-02,1.3E-01,30,25.5,2.4E-03,9.4E-03,8.7E-03,30,400,1.8E-02,4.5E-03,-1.6E-01,40,1.81,8.0E-02,4.4E+00,-5.9E-01,OK
51,12:50:32,mature,500,shade,7,10705.0,0,3.38,0.0195,252,0.437,2.15,31.58,6,1.42,1,2.84,30.18,31.58,29.94,550.31,544.88,24.790,25.429,57.00,58.47,400.1,1501,2,98.96,6.48,-0.261,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,545,5.0E-02,9.2E-03,-4.2E-01,30,25.4,4.4E-03,1.7E-02,-1.8E-02,30,400,2.4E-02,5.9E-03,-1.7E-01,40,3.27,4.2E-02,1.3E+00,-9.4E-02,OK
52,12:53:00,mature,500,shade,7,10853.0,0,4.81,0.0199,335,0.444,2.14,31.53,6,1.42,1,2.84,30.16,31.53,29.95,750.46,742.75,24.731,25.380,56.91,58.41,400.1,1501,7,98.96,5.86,-0.263,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,743,4.2E-02,5.7E-03,-6.4E-02,30,25.4,1.3E-03,5.3E-03,2.3E-03,30,400,2.2E-02,5.6E-03,-1.1E-01,40,4.59,2.4E-01,5.2E+00,2.1E+00,OK
53,12:55:28,mature,500,shade,7,11001.0,0,6.19,0.02,466,0.446,2.14,31.55,6,1.42,1,2.84,30.17,31.55,29.94,999.64,989.69,24.727,25.379,56.86,58.36,400.1,1501,6,98.96,4.55,-0.258,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,990,6.7E-02,6.8E-03,3.2E-01,30,25.4,3.2E-03,1.2E-02,2.2E-02,30,400,1.4E-02,3.6E-03,-1.2E-01,40,5.88,4.4E-01,7.5E+00,3.6E+00,OK
54,12:57:56,mature,500,shade,7,11149.0,0,7.78,0.019,548,0.429,2.16,31.62,6,1.42,1,2.84,30.20,31.62,29.94,1250.84,1238.37,24.770,25.396,56.86,58.30,400.0,1499,27,98.95,2.11,-0.254,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.24e+03,1.1E-01,9.1E-03,2.3E-01,30,25.4,2.7E-03,1.1E-02,-1.8E-02,30,400,2.8E-02,7.0E-03,-1.2E-01,40,7,8.3E-01,1.2E+01,7.1E+00,OK
55,13:00:24,mature,500,shade,7,11297.0,0,8.63,0.0178,665,0.404,2.18,31.70,6,1.42,1,2.84,30.23,31.70,29.94,1500.37,1486.52,24.814,25.405,56.88,58.23,400.1,1499,133,98.95,-0.39,-0.257,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.49e+03,6.7E-02,4.5E-03,1.7E-01,30,25.4,3.3E-03,1.3E-02,1.6E-02,30,400,3.5E-02,8.6E-03,-2.2E-01,40,7.81,8.1E-01,1.0E+01,7.0E+00,OK
