Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
16,08:25:54,old1,caferana,shade,3,3681.0,0,-0.542,0.0146,106,0.494,3.28,29.58,6,1.42,1,2.84,29.59,29.58,29.95,49.97,50.75,8.170,8.905,19.45,21.20,400.0,1001,15,99.06,4.85,0.0296,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,50.8,2.0E-02,3.9E-02,-1.9E-01,30,8.9,2.7E-03,3.1E-02,3.3E-02,30,400,2.0E-02,5.1E-03,-1.4E-01,40,-0.701,2.1E-01,3.0E+01,1.8E+00,OK
17,08:27:54,old1,caferana,shade,3,3801.5,0,-0.101,0.0159,105,0.535,3.27,29.58,6,1.42,1,2.84,29.60,29.58,29.95,99.96,100.03,8.181,8.976,19.47,21.36,400.1,1000,16,99.06,5.37,0.032,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,100,2.5E-02,2.5E-02,-8.4E-02,30,8.97,1.8E-03,2.0E-02,1.7E-02,30,400,1.5E-02,3.8E-03,-8.1E-02,40,0.0546,1.7E-01,3.1E+02,-1.4E+00,OK
18,08:29:53,old1,caferana,shade,3,3920.0,0,0.283,0.0174,116,0.582,3.25,29.55,6,1.42,1,2.84,29.61,29.55,29.95,150.06,149.51,8.194,9.059,19.48,21.54,400.1,1000,16,99.07,5.81,0.0318,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,149,4.0E-02,2.7E-02,2.6E-01,30,9.05,3.4E-03,3.8E-02,3.8E-02,30,400,2.7E-02,6.6E-03,-2.5E-01,40,0.429,1.3E-01,3.1E+01,-1.2E+00,OK
19,08:31:56,old1,caferana,shade,3,4043.0,0,1.08,0.019,148,0.635,3.25,29.56,6,1.42,1,2.84,29.60,29.56,29.95,251.34,249.49,8.209,9.153,19.53,21.78,400.0,1000,17,99.07,6.34,0.0331,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,249,2.6E-02,1.1E-02,2.1E-01,30,9.15,3.2E-03,3.4E-02,4.1E-02,30,400,2.5E-02,6.2E-03,-2.6E-01,40,1.28,2.2E-01,1.7E+01,-1.9E+00,OK
20,08:33:55,old1,caferana,shade,3,4162.0,0,1.78,0.021,196,0.7,3.24,29.58,6,1.42,1,2.84,29.61,29.58,29.96,350.13,347.09,8.221,9.262,19.55,22.02,400.0,1000,14,99.07,6.82,0.0311,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,347,2.9E-02,8.3E-03,-2.6E-01,30,9.26,3.5E-03,3.8E-02,4.2E-02,30,400,4.0E-02,9.9E-03,-4.1E-01,40,1.98,1.7E-01,8.4E+00,-1.5E+00,OK
21,08:35:54,old1,caferana,shade,3,4281.0,0,3.41,0.0232,285,0.768,3.23,29.58,6,1.42,1,2.84,29.63,29.58,29.95,549.87,544.14,8.235,9.377,19.56,22.28,400.0,1000,17,99.07,7.15,0.0321,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,544,3.7E-02,6.8E-03,-3.8E-02,30,9.37,4.5E-03,4.8E-02,5.6E-02,30,400,1.7E-02,4.3E-03,-1.7E-01,40,3.47,1.1E-01,3.2E+00,-8.6E-01,OK
22,08:37:53,old1,caferana,shade,3,4400.0,0,5,0.0245,383,0.812,3.22,29.59,6,1.42,1,2.84,29.63,29.59,29.95,750.40,742.00,8.249,9.455,19.59,22.46,400.0,1000,15,99.08,6.7,0.0317,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,742,3.0E-02,4.1E-03,1.9E-01,30,9.45,2.6E-03,2.7E-02,2.7E-02,30,400,2.2E-02,5.6E-03,-1.7E-01,40,4.82,1.9E-01,4.0E+00,1.7E+00,OK
23,08:40:15,old1,caferana,shade,3,4542.0,0,6.28,0.0235,519,0.781,3.23,29.61,6,1.42,1,2.84,29.64,29.61,29.95,1000.06,989.48,8.272,9.431,19.64,22.40,400.1,999,17,99.08,5.51,0.0335,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,989,8.3E-02,8.4E-03,1.3E-01,30,9.44,3.9E-03,4.2E-02,-5.0E-02,30,400,1.9E-02,4.7E-03,-1.3E-01,40,5.87,4.6E-01,7.9E+00,3.9E+00,OK
24,08:42:21,old1,caferana,shade,3,4668.0,0,6.82,0.0196,627,0.657,3.26,29.67,6,1.42,1,2.84,29.64,29.67,29.95,1250.20,1238.75,8.298,9.274,19.70,22.02,400.0,999,17,99.08,3.56,0.0365,0.8,-0.22,2.74,1.00,0.00,0.16,111135,30,1.24e+03,1.1E-01,8.8E-03,2.8E-01,30,9.28,7.2E-03,7.7E-02,-9.1E-02,30,400,2.3E-02,5.7E-03,-2.3E-01,40,6.19,6.1E-01,9.8E+00,5.2E+00,OK
25,08:44:27,old1,caferana,shade,3,4795.0,0,6.92,0.0155,713,0.528,3.29,29.74,6,1.42,1,2.84,29.65,29.74,29.94,1500.47,1488.91,8.326,9.110,19.75,21.61,400.0,999,18,99.08,1.14,0.0427,0.5,-0.22,2.74,1.00,0.00,0.16,111135,30,1.49e+03,1.0E-01,6.9E-03,1.2E+00,30,9.12,5.6E-03,6.1E-02,-6.6E-02,30,400,3.3E-02,8.2E-03,-1.8E-01,40,6.28,7.5E-01,1.2E+01,6.4E+00,OK
