Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
21,12:46:43,mature,504,shade,3,5041.0,0,-0.00526,0.131,96,2.8,2.13,30.78,6,1.42,1,2.84,30.62,30.78,29.94,99.83,99.42,19.424,23.526,43.45,52.63,400.1,2000,11,98.78,6.42,-0.203,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99.5,4.7E-02,4.7E-02,-6.5E-01,30,23.5,4.2E-03,1.8E-02,4.3E-02,30,400,1.8E-02,4.6E-03,-4.3E-02,40,-0.792,7.6E-01,9.5E+01,6.8E+00,OK
22,12:48:43,mature,504,shade,3,5161.0,0,-0.908,0.138,60.4,2.95,2.13,30.85,6,1.42,1,2.84,30.63,30.85,29.94,50.28,51.42,19.364,23.683,43.29,52.94,400.1,2000,11,98.78,5.77,-0.21,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,51.5,4.0E-02,7.8E-02,-3.7E-01,30,23.7,6.6E-03,2.8E-02,8.1E-02,30,400,1.9E-02,4.8E-03,-2.2E-01,40,-1.11,2.5E-01,2.3E+01,2.2E+00,OK
23,12:50:43,mature,504,shade,3,5281.0,0,0.259,0.147,92.3,3.1,2.12,30.84,6,1.42,1,2.84,30.61,30.84,29.94,99.47,98.63,19.295,23.840,43.20,53.38,400.1,2001,10,98.77,6.34,-0.216,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,98.7,3.4E-02,3.5E-02,-2.0E-01,30,23.8,2.5E-03,1.1E-02,-6.1E-03,30,400,2.9E-02,7.2E-03,-3.0E-01,40,0.421,1.9E-01,4.6E+01,-1.6E+00,OK
24,12:52:43,mature,504,shade,3,5401.0,0,1.36,0.153,128,3.18,2.09,30.76,6,1.42,1,2.84,30.57,30.76,29.94,149.92,147.18,19.191,23.850,43.06,53.51,400.1,2000,12,98.77,6.91,-0.219,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,147,2.8E-02,1.9E-02,2.0E-01,30,23.8,2.5E-03,1.1E-02,1.4E-02,30,400,1.3E-02,3.2E-03,1.1E-02,40,1.5,1.9E-01,1.3E+01,-1.6E+00,OK
25,12:54:43,mature,504,shade,3,5521.0,0,3.44,0.157,200,3.25,2.08,30.72,6,1.42,1,2.84,30.55,30.72,29.93,251.14,244.78,19.118,23.883,42.94,53.64,400.1,2001,14,98.77,7.72,-0.219,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,245,2.2E-02,9.1E-03,4.6E-02,30,23.9,3.0E-03,1.2E-02,-5.6E-03,30,400,1.6E-02,4.0E-03,-1.9E-01,40,3.77,3.2E-01,8.4E+00,-2.7E+00,OK
26,12:56:43,mature,504,shade,3,5641.0,0,5.59,0.161,272,3.28,2.06,30.63,6,1.42,1,2.84,30.52,30.63,29.93,350.98,340.91,19.041,23.849,42.83,53.65,400.1,2001,12,98.76,8.24,-0.22,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,341,2.7E-02,8.0E-03,-2.4E-01,30,23.9,4.9E-03,2.1E-02,-5.7E-02,30,400,2.9E-02,7.2E-03,-3.3E-01,40,5.72,1.6E-01,2.8E+00,-1.3E+00,OK
27,12:58:43,mature,504,shade,3,5761.0,0,8.97,0.159,422,3.31,2.09,30.74,6,1.42,1,2.84,30.53,30.74,29.94,549.38,533.28,19.004,23.847,42.74,53.63,400.1,2000,18,98.76,8.79,-0.219,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,533,4.4E-02,8.3E-03,1.5E-01,30,23.8,3.1E-03,1.3E-02,3.0E-02,30,400,2.0E-02,4.9E-03,-1.4E-01,40,9.24,1.9E-01,2.1E+00,-1.7E+00,OK
28,13:00:43,mature,504,shade,3,5881.0,0,11.6,0.162,585,3.31,2.06,30.62,6,1.42,1,2.84,30.51,30.62,29.94,749.42,728.38,18.995,23.836,42.77,53.67,400.1,2001,21,98.75,8.51,-0.22,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,728,5.1E-02,7.0E-03,-6.0E-02,30,23.8,3.0E-03,1.3E-02,-3.1E-02,30,400,1.2E-02,3.0E-03,-2.3E-02,40,11.5,7.9E-02,6.9E-01,4.6E-01,OK
29,13:02:46,mature,504,shade,3,6004.0,0,13.2,0.162,809,3.28,2.04,30.53,6,1.42,1,2.84,30.50,30.53,29.94,1000.72,976.08,19.001,23.800,42.80,53.61,400.1,2000,39,98.74,7.46,-0.214,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,976,6.9E-02,7.1E-03,3.2E-01,30,23.8,2.9E-03,1.2E-02,5.4E-03,30,400,1.0E-02,2.5E-03,2.7E-02,40,12.8,3.7E-01,2.9E+00,3.4E+00,OK
30,13:04:46,mature,504,shade,3,6124.0,0,14,0.161,1.04E+03,3.26,2.05,30.55,6,1.42,1,2.84,30.49,30.55,29.94,1249.09,1222.07,19.027,23.807,42.87,53.64,400.1,2000,31,98.74,5.63,-0.219,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.22e+03,7.7E-02,6.3E-03,3.2E-01,30,23.8,1.9E-03,8.0E-03,-1.1E-03,30,400,1.9E-02,4.9E-03,-6.2E-02,40,13.4,6.8E-01,5.1E+00,6.0E+00,OK
