Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
2,13:11:04,mature,_newest,season_growth,caferana,shade,6,709.5,0,13,0.0411,1.39E+03,1.1,2.6,31.83,6,1.42,1,2.84,30.29,31.83,29.94,2000.86,1978.12,19.958,21.574,45.57,49.26,400.1,1500,36,98.9,-8.19,-0.212,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.3E-01,6.7E-03,9.9E-01,30,21.6,1.4E-02,6.4E-02,-1.8E-01,30,400,1.1E-02,2.8E-03,-3.5E-02,40,4.48,3.6E+00,8.1E+01,2.2E+01,OK
3,13:13:27,mature,_newest,season_growth,caferana,shade,6,857.0,0,13.9,0.0327,1.21E+03,0.948,2.8,32.49,6,1.42,1,2.84,30.29,32.49,29.94,1999.28,1975.65,19.950,21.342,45.54,48.71,400.1,2000,30,98.89,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.1E-02,4.1E-03,4.5E-01,30,21.4,7.1E-03,3.3E-02,-9.6E-02,30,400,1.5E-02,3.7E-03,8.9E-02,40,13.8,7.9E-02,5.7E-01,1.7E-01,OK
4,13:15:07,mature,_newest,season_growth,caferana,shade,6,957.0,0,13.4,0.0289,1.16E+03,0.825,2.75,32.25,6,1.42,1,2.84,30.29,32.25,29.94,1999.39,1976.88,19.932,21.143,45.49,48.26,400.1,1750,26,98.89,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.3E-02,4.2E-03,3.9E-02,30,21.2,6.0E-03,2.8E-02,-7.8E-02,30,400,1.2E-02,3.0E-03,5.2E-02,40,13.3,9.5E-02,7.2E-01,-4.3E-01,OK
5,13:16:38,mature,_newest,season_growth,caferana,shade,6,1048.0,0,12.8,0.0268,1.14E+03,0.746,2.68,31.94,6,1.42,1,2.84,30.28,31.94,29.94,1999.09,1977.72,19.891,20.987,45.42,47.92,400.0,1501,35,98.88,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.3E-02,4.2E-03,6.3E-01,30,21,5.3E-03,2.5E-02,-6.9E-02,30,400,8.6E-03,2.2E-03,-9.1E-02,40,12.7,5.1E-02,4.0E-01,1.8E-01,OK
6,13:18:09,mature,_newest,season_growth,caferana,shade,6,1139.0,0,12.2,0.0251,1.13E+03,0.678,2.6,31.59,6,1.42,1,2.84,30.27,31.59,29.94,1999.14,1978.90,19.877,20.873,45.43,47.71,400.1,1250,44,98.88,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,5.3E-02,2.7E-03,1.2E-01,30,20.9,4.5E-03,2.1E-02,-5.9E-02,30,400,1.7E-02,4.3E-03,-2.4E-02,40,12.3,5.9E-02,4.8E-01,-2.8E-01,OK
7,13:19:40,mature,_newest,season_growth,caferana,shade,6,1230.0,0,11.7,0.0238,1.12E+03,0.62,2.51,31.22,6,1.42,1,2.84,30.25,31.22,29.94,1999.08,1979.66,19.891,20.800,45.51,47.60,400.1,1001,60,98.87,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,8.2E-02,4.1E-03,-3.8E-01,30,20.8,1.9E-03,9.2E-03,-4.8E-03,30,400,1.3E-02,3.3E-03,9.0E-02,40,11.7,9.8E-02,8.4E-01,-3.2E-01,OK
8,13:21:14,mature,_newest,season_growth,caferana,shade,6,1324.5,0,11.1,0.0226,1.12E+03,0.572,2.43,30.90,6,1.42,1,2.84,30.22,30.90,29.94,1998.93,1980.51,19.912,20.752,45.63,47.55,400.0,801,56,98.86,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,1.0E-01,5.1E-03,8.3E-01,30,20.8,2.7E-03,1.3E-02,-1.4E-03,30,400,2.3E-02,5.7E-03,-1.0E-01,40,11.2,1.0E-01,8.9E-01,-6.4E-01,OK
9,13:22:45,mature,_newest,season_growth,caferana,shade,6,1415.5,0,10.3,0.0218,1.16E+03,0.525,2.32,30.44,6,1.42,1,2.84,30.19,30.44,29.94,1998.91,1981.93,19.958,20.729,45.80,47.58,400.1,500,54,98.86,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,5.5E-02,2.8E-03,1.4E-01,30,20.7,1.9E-03,9.3E-03,-9.3E-04,30,400,1.7E-02,4.3E-03,4.0E-02,40,10.3,5.8E-02,5.6E-01,-1.4E-01,OK
10,13:24:16,mature,_newest,season_growth,caferana,shade,6,1506.5,0,9.31,0.0214,1.22E+03,0.499,2.25,30.15,6,1.42,1,2.84,30.18,30.15,29.94,1998.91,1983.46,19.999,20.732,45.94,47.62,400.0,300,51,98.86,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,5.8E-02,2.9E-03,3.7E-02,30,20.7,2.5E-03,1.2E-02,1.9E-02,30,400,1.6E-02,4.1E-03,1.2E-01,40,9.31,5.9E-02,6.4E-01,2.8E-01,OK
11,13:25:47,mature,_newest,season_growth,caferana,shade,6,1597.5,0,8.45,0.0208,1.27E+03,0.476,2.2,29.98,6,1.42,1,2.84,30.16,29.98,29.94,1998.75,1984.66,20.047,20.746,46.09,47.70,400.0,200,52,98.85,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.98e+03,5.8E-02,2.9E-03,-3.6E-02,30,20.7,1.9E-03,9.4E-03,1.7E-02,30,400,1.3E-02,3.3E-03,1.1E-01,40,8.46,4.5E-02,5.3E-01,2.5E-01,OK
12,13:27:18,mature,_newest,season_growth,caferana,shade,6,1688.5,0,6.25,0.0201,1.43E+03,0.452,2.17,29.84,6,1.42,1,2.84,30.15,29.84,29.94,1998.76,1988.04,20.115,20.778,46.26,47.79,400.0,100,51,98.85,-8.19,-0.212,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.4E-02,4.2E-03,-8.9E-01,30,20.8,2.5E-03,1.2E-02,2.2E-02,30,400,1.4E-02,3.6E-03,-1.6E-01,40,6.2,6.2E-02,1.0E+00,3.8E-01,OK
13,13:29:16,mature,_newest,season_growth,caferana,shade,6,1806.5,0,4.21,0.02,1.59E+03,0.445,2.15,29.80,6,1.42,1,2.84,30.16,29.80,29.94,1998.51,1990.86,20.210,20.863,46.46,47.96,400.1,49,53,98.85,-9.01,-0.195,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,7.4E-02,3.7E-03,-1.1E-01,30,20.9,4.1E-03,1.9E-02,4.4E-02,30,400,1.1E-02,2.9E-03,-9.6E-02,40,3.92,2.4E-01,6.2E+00,2.2E+00,OK
