Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
18,12:11:15,old,_epi,9,shade,4,4795.5,0,0.0385,0.0614,94.7,1.54,2.46,30.81,6,1.42,1,2.84,29.97,30.81,29.95,99.94,99.66,17.964,20.224,41.89,47.16,400,1500,48,99.18,4.56,-0.158,0.8,-0.22,2.74,1,0,0.16,111115,30,99.7,2.00E-02,2.00E-02,-1.10E-01,30,20.2,4.00E-03,2.00E-02,-4.70E-02,30,400,3.70E-02,9.30E-03,-2.10E-01,40,-0.389,4.20E-01,1.10E+02,3.60E+00,OK
19,12:13:24,old,_epi,9,shade,4,4924.5,0,-0.483,0.0585,62.8,1.47,2.45,30.77,6,1.42,1,2.84,29.97,30.77,29.95,51.09,51.7,18.001,20.155,41.99,47.01,400.1,1500,46,99.18,4.09,-0.16,0.8,-0.22,2.74,1,0,0.16,111115,30,51.7,1.60E-02,3.20E-02,-1.10E-01,30,20.2,4.00E-03,2.00E-02,-2.70E-02,30,400,2.70E-02,6.60E-03,-1.80E-01,40,-0.661,1.70E-01,2.60E+01,1.50E+00,OK
20,12:15:33,old,_epi,9,shade,4,5053.5,0,0.15,0.0571,91,1.44,2.47,30.81,6,1.42,1,2.84,29.96,30.81,29.95,99.63,99.19,18.015,20.129,42.04,46.97,400.1,1500,45,99.18,4.51,-0.16,0.8,-0.22,2.74,1,0,0.16,111115,30,99.2,3.10E-02,3.10E-02,2.30E-01,30,20.1,1.40E-03,6.90E-03,1.30E-02,30,400,2.10E-02,5.20E-03,1.10E-01,40,0.281,1.80E-01,6.30E+01,-1.60E+00,OK
21,12:17:51,old,_epi,9,shade,4,5191.5,0,0.746,0.0575,123,1.44,2.46,30.78,6,1.42,1,2.84,29.95,30.78,29.95,150.82,149.37,18.022,20.142,42.07,47.02,400,1500,44,99.17,4.93,-0.158,0.8,-0.22,2.74,1,0,0.16,111115,30,149,3.90E-02,2.60E-02,4.10E-01,30,20.1,2.10E-03,1.00E-02,-4.50E-03,30,400,1.40E-02,3.50E-03,-1.20E-01,40,0.824,1.10E-01,1.30E+01,-9.20E-01,OK
22,12:20:00,old,_epi,9,shade,4,5320.5,0,1.82,0.0587,189,1.47,2.45,30.75,6,1.42,1,2.84,29.95,30.75,29.95,251.39,248.11,18.02,20.177,42.07,47.1,400,1500,48,99.17,5.42,-0.161,0.8,-0.22,2.74,1,0,0.16,111115,30,248,3.00E-02,1.20E-02,3.00E-01,30,20.2,2.90E-03,1.40E-02,3.20E-02,30,400,2.40E-02,6.10E-03,-1.30E-01,40,2.01,1.70E-01,8.50E+00,-1.50E+00,OK
23,12:22:09,old,_epi,9,shade,4,5449.5,0,2.93,0.0604,255,1.51,2.45,30.79,6,1.42,1,2.84,29.96,30.79,29.95,350.91,345.74,18.04,20.26,42.09,47.26,400,1500,51,99.16,5.77,-0.158,0.8,-0.22,2.74,1,0,0.16,111115,30,346,3.00E-02,8.80E-03,3.00E-01,30,20.3,3.30E-03,1.60E-02,4.10E-02,30,400,1.50E-02,3.70E-03,-1.70E-01,40,3.04,1.20E-01,4.00E+00,-1.10E+00,OK
24,12:24:18,old,_epi,9,shade,4,5579,0,4.82,0.0626,397,1.56,2.44,30.77,6,1.42,1,2.84,29.96,30.77,29.95,550.16,541.66,18.059,20.345,42.12,47.45,400,1499,52,99.16,5.64,-0.163,1,-0.22,2.74,1,0,0.16,111115,30,542,6.20E-02,1.10E-02,2.90E-01,30,20.3,4.50E-03,2.20E-02,5.50E-02,30,400,3.00E-02,7.60E-03,-1.10E-01,40,4.82,3.60E-02,7.50E-01,1.50E-01,OK
25,12:26:27,old,_epi,9,shade,4,5707.5,0,5.94,0.0626,559,1.56,2.44,30.8,6,1.42,1,2.84,29.97,30.8,29.95,750.08,739.45,18.074,20.362,42.15,47.48,400,1499,49,99.16,5.2,-0.159,0.8,-0.22,2.74,1,0,0.16,111115,30,739,6.50E-02,8.80E-03,6.60E-01,30,20.4,4.80E-03,2.30E-02,4.70E-03,30,400,1.10E-02,2.70E-03,-1.00E-01,40,5.82,1.50E-01,2.60E+00,1.20E+00,OK
26,12:28:44,old,_epi,9,shade,4,5844.5,0,6.86,0.06,765,1.5,2.45,30.8,6,1.42,1,2.84,29.96,30.8,29.95,999.98,987.47,18.079,20.284,42.17,47.31,400,1499,29,99.16,3.65,-0.154,0.8,-0.22,2.74,1,0,0.16,111115,30,987,5.60E-02,5.70E-03,-3.40E-02,30,20.3,5.90E-03,2.90E-02,-6.90E-02,30,400,2.20E-02,5.40E-03,-2.70E-01,40,6.31,5.80E-01,9.30E+00,5.10E+00,OK
27,12:30:53,old,_epi,9,shade,4,5973.5,0,7.52,0.0549,967,1.39,2.48,30.86,6,1.42,1,2.84,29.97,30.86,29.95,1249.31,1235.45,18.091,20.135,42.18,46.94,400,1499,35,99.16,1.42,-0.149,0.8,-0.22,2.74,1,0,0.16,111115,30,1.24E+03,5.90E-02,4.80E-03,2.10E-01,30,20.1,5.90E-03,2.90E-02,-7.70E-02,30,400,2.20E-02,5.50E-03,-2.60E-01,40,6.73,7.80E-01,1.20E+01,7.00E+00,OK
28,12:33:02,old,_epi,9,shade,4,6102.5,0,7.91,0.0497,1.17E+03,1.27,2.49,30.85,6,1.42,1,2.84,29.97,30.85,29.95,1500.73,1486.04,18.108,19.974,42.21,46.56,400.1,1499,51,99.16,-1.48,-0.146,0.8,-0.22,2.74,1,0,0.16,111115,30,1.49E+03,8.00E-02,5.40E-03,9.10E-01,30,20,1.10E-02,5.50E-02,-1.40E-01,30,400,1.00E-02,2.60E-03,-1.00E-01,40,7.04,9.50E-01,1.40E+01,8.30E+00,OK
