Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
14,11:07:30,mature,504,sun,3,3426.5,0,9.91,0.184,280,4.1,2.27,30.24,6,1.42,1,2.84,29.88,30.24,29.94,400.48,383.25,14.623,20.645,34.25,48.35,400.0,1999,22,99.08,7.95,-0.152,0.5,-0.22,2.74,1.00,0.00,0.16,111115,30,382,3.8E+00,1.0E+00,2.5E+01,30,20.7,1.9E-02,9.0E-02,-1.6E-01,30,400,3.7E-02,9.2E-03,6.9E-03,40,18.2,3.9E+00,2.1E+01,-2.4E+01,OK
15,11:09:44,mature,504,sun,3,3567.0,0,0.588,0.18,89.9,4.05,2.29,30.30,6,1.42,1,2.84,29.91,30.30,29.95,100.45,98.97,14.696,20.643,34.36,48.26,400.1,2000,22,99.07,6.1,-0.153,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,98.9,4.2E-02,4.2E-02,-3.7E-01,30,20.6,6.0E-03,2.9E-02,7.7E-02,30,400,2.9E-02,7.2E-03,-2.0E-01,40,-0.00852,6.8E-01,7.9E+03,6.0E+00,OK
16,11:11:44,mature,504,sun,3,3686.5,0,-0.896,0.184,56.8,4.1,2.28,30.30,6,1.42,1,2.84,29.91,30.30,29.95,49.58,50.61,14.733,20.759,34.44,48.52,400.1,2000,21,99.07,5.41,-0.163,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,50.6,2.6E-02,5.1E-02,-1.4E-01,30,20.8,6.1E-03,3.0E-02,5.9E-02,30,400,1.5E-02,3.7E-03,-1.1E-01,40,-1.1,2.6E-01,2.3E+01,2.2E+00,OK
17,11:13:44,mature,504,sun,3,3807.0,0,0.868,0.19,88.2,4.2,2.26,30.29,6,1.42,1,2.84,29.91,30.29,29.94,101.39,99.46,14.779,20.944,34.55,48.96,400.1,2000,22,99.07,6.03,-0.165,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,99.4,3.5E-02,3.5E-02,7.1E-02,30,20.9,5.2E-03,2.5E-02,6.5E-02,30,400,1.6E-02,4.0E-03,1.1E-01,40,1.08,2.3E-01,2.1E+01,-1.9E+00,OK
18,11:15:44,mature,504,sun,3,3926.5,0,2.52,0.197,119,4.29,2.24,30.29,6,1.42,1,2.84,29.91,30.29,29.95,150.32,145.60,14.813,21.117,34.62,49.35,400.1,2000,22,99.06,6.63,-0.169,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,146,2.1E-02,1.5E-02,8.3E-02,30,21.1,6.5E-03,3.1E-02,8.5E-02,30,400,1.1E-02,2.8E-03,-2.8E-02,40,2.7,1.6E-01,6.0E+00,-1.5E+00,OK
19,11:17:44,mature,504,sun,3,4047.0,0,5.82,0.203,185,4.39,2.22,30.26,6,1.42,1,2.84,29.93,30.26,29.95,251.43,241.11,14.850,21.287,34.67,49.70,400.1,2000,22,99.06,7.35,-0.17,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,241,3.0E-02,1.2E-02,2.4E-01,30,21.3,9.0E-03,4.2E-02,1.2E-01,30,400,1.5E-02,3.8E-03,-7.1E-02,40,6.09,2.4E-01,3.9E+00,-2.1E+00,OK
20,11:19:44,mature,504,sun,3,4166.5,0,8.92,0.208,252,4.45,2.2,30.23,6,1.42,1,2.84,29.91,30.23,29.95,350.69,335.07,14.890,21.414,34.79,50.03,400.0,1999,22,99.06,7.71,-0.175,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,335,8.3E-02,2.5E-02,5.8E-01,30,21.4,3.5E-03,1.6E-02,4.0E-02,30,400,2.7E-02,6.7E-03,-2.0E-01,40,9.1,1.7E-01,1.8E+00,-1.3E+00,OK
21,11:21:44,mature,504,sun,3,4286.5,0,14.2,0.203,390,4.36,2.2,30.22,6,1.42,1,2.84,29.90,30.22,29.95,550.03,525.35,14.915,21.313,34.87,49.83,400.1,1999,22,99.05,8.12,-0.167,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,525,7.2E-02,1.4E-02,6.7E-01,30,21.3,9.3E-03,4.3E-02,-1.2E-01,30,400,2.0E-02,5.0E-03,-6.8E-02,40,14.3,1.2E-01,8.1E-01,-1.1E+00,OK
22,11:23:44,mature,504,sun,3,4407.0,0,17.3,0.177,533,3.97,2.29,30.34,6,1.42,1,2.84,29.92,30.34,29.95,750.85,720.69,14.949,20.783,34.92,48.55,400.1,1999,22,99.05,8.04,-0.155,1.0,-0.22,2.74,1.00,0.00,0.16,111115,30,721,7.1E-02,9.8E-03,6.3E-01,30,20.8,2.6E-02,1.2E-01,-3.5E-01,30,400,1.1E-02,2.8E-03,6.3E-02,40,17.3,8.8E-02,5.1E-01,3.7E-01,OK
23,11:26:00,mature,504,sun,3,4542.5,0,19.5,0.135,692,3.25,2.42,30.48,6,1.42,1,2.84,29.93,30.48,29.95,999.75,965.83,14.980,19.762,34.97,46.14,400.1,2000,21,99.05,7.07,-0.126,0.5,-0.22,2.74,1.00,0.00,0.16,111115,30,966,9.5E-02,9.8E-03,1.2E+00,30,19.8,3.8E-02,1.9E-01,-5.2E-01,30,400,1.8E-02,4.4E-03,-1.5E-01,40,19.2,2.6E-01,1.3E+00,2.2E+00,OK
