Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
29,11:13:59,500,shade,old,4,5274.5,0,2.08,0.00613,1.62E+03,0.153,2.4,30.8,6,1.42,1,2.84,30.13,30.8,30.13,2249.14,2245.5,20.582,20.807,47.58,48.1,399.1,1499,8,99.26,-58.8,0.114,0.8,-0.22,2.74,1,0,0.16,111115,OK
30,11:44:16,500,shade,old,4,7092,0,7.1,0.00637,158,0.166,2.5,31.35,6,1.42,1,2.84,30.22,31.35,30.13,1999.17,1988.01,20.955,21.199,48.19,48.75,399.1,1999,3,99.22,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
31,11:46:17,500,shade,old,4,7213,0,7.15,0.00574,-46.1,0.146,2.44,31.14,6,1.42,1,2.84,30.21,31.14,30.13,1999.52,1988.34,20.981,21.196,48.27,48.77,399.1,1750,4,99.22,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
32,11:48:18,500,shade,old,4,7334,0,7.21,0.00565,-94.7,0.14,2.38,30.9,6,1.42,1,2.84,30.2,30.9,30.13,1999.59,1988.33,20.994,21.2,48.32,48.8,399.1,1501,4,99.21,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
33,11:50:22,500,shade,old,4,7458,0,7.19,0.00536,-195,0.13,2.33,30.7,6,1.42,1,2.84,30.2,30.7,30.13,1999.64,1988.45,21.027,21.218,48.39,48.83,399.1,1250,4,99.21,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
34,11:52:26,500,shade,old,4,7582.5,0,7.12,0.00495,-347,0.117,2.27,30.49,6,1.42,1,2.84,30.19,30.49,30.13,1999.24,1988.19,21.1,21.272,48.59,48.98,399.2,1001,5,99.2,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
35,11:55:05,500,shade,old,4,7741.5,0,7.23,0.0049,-407,0.113,2.21,30.29,6,1.42,1,2.84,30.18,30.29,30.13,1999.4,1988.19,21.17,21.336,48.79,49.17,399.1,799,2,99.2,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
36,11:57:06,500,shade,old,4,7862.5,0,7.21,0.00482,-434,0.107,2.14,29.99,6,1.42,1,2.84,30.16,29.99,30.13,1999.55,1988.4,21.214,21.372,48.95,49.31,399.1,501,4,99.2,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
37,11:59:07,500,shade,old,4,7983.5,0,6.84,0.00491,-275,0.106,2.08,29.75,6,1.42,1,2.84,30.13,29.75,30.13,1999.28,1988.67,21.249,21.405,49.09,49.46,399.1,301,4,99.2,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
38,12:01:11,500,shade,old,4,8107.5,0,6.87,0.00501,-240,0.107,2.06,29.67,6,1.42,1,2.84,30.14,29.67,30.13,1999.08,1988.43,21.269,21.426,49.14,49.5,399.1,200,3,99.2,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
39,12:03:12,500,shade,old,4,8228.5,0,6.77,0.00471,-345,0.0994,2.03,29.58,6,1.42,1,2.84,30.13,29.58,30.13,1999.46,1988.99,21.299,21.446,49.22,49.56,399.1,101,4,99.19,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
40,12:05:13,500,shade,old,4,8350,0,6.58,0.00444,-409,0.0931,2.02,29.53,6,1.42,1,2.84,30.13,29.53,30.13,1999.48,1989.31,21.347,21.484,49.34,49.65,399.1,50,3,99.19,-58.8,0.114,1,-0.22,2.74,1,0,0.16,111115,OK
41,12:07:40,500,shade,old,4,8495.5,0,0.954,0.00592,1.68E+03,0.123,2,29.5,6,1.42,1,2.84,30.13,29.5,30.13,1999.53,1997.73,21.396,21.578,49.44,49.86,399.1,10,4,99.18,-50.9,0.158,0.8,-0.22,2.74,1,0,0.16,111115,OK
