Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
34,13:16:36,9,shade,old-_epi,5,8716.5,0,-0.667,0.0218,96.5,0.569,2.52,30.76,6,1.42,1,2.84,30.07,30.76,29.95,49.38,50.34,18.636,19.472,43.15,45.09,400,1500,62,99.05,4.26,-0.137,0.8,-0.22,2.74,1,0,0.16,111115,OK
35,13:18:45,9,shade,old-_epi,5,8846,0,-0.307,0.0214,118,0.561,2.53,30.78,6,1.42,1,2.84,30.07,30.78,29.95,99.35,99.72,18.657,19.482,43.2,45.1,400,1500,64,99.05,4.68,-0.138,0.8,-0.22,2.74,1,0,0.16,111115,OK
36,13:20:53,9,shade,old-_epi,5,8973.5,0,-0.0483,0.0209,147,0.563,2.6,31.1,6,1.42,1,2.84,30.08,31.1,29.95,150.01,149.96,18.701,19.529,43.28,45.19,400.1,1500,60,99.04,4.98,-0.136,0.8,-0.22,2.74,1,0,0.16,111115,OK
37,13:23:02,9,shade,old-_epi,5,9103,0,0.0865,0.0207,234,0.543,2.53,30.81,6,1.42,1,2.84,30.08,30.81,29.95,250.94,250.61,18.745,19.544,43.36,45.21,400.1,1499,68,99.04,5.67,-0.14,0.8,-0.22,2.74,1,0,0.16,111115,OK
38,13:25:10,9,shade,old-_epi,5,9230.5,0,0.562,0.0206,292,0.541,2.53,30.84,6,1.42,1,2.84,30.1,30.84,29.95,350.44,349.32,18.781,19.576,43.4,45.24,400,1499,66,99.03,5.91,-0.137,0.8,-0.22,2.74,1,0,0.16,111115,OK
39,13:27:19,9,shade,old-_epi,5,9360,0,1.05,0.02,442,0.548,2.64,31.29,6,1.42,1,2.84,30.1,31.29,29.95,550.51,548.49,18.823,19.628,43.49,45.36,400.1,1499,68,99.03,6,-0.133,1,-0.22,2.74,1,0,0.16,111115,OK
40,13:29:27,9,shade,old-_epi,5,9487.5,0,1.6,0.0201,591,0.527,2.53,30.84,6,1.42,1,2.84,30.1,30.84,29.95,750.28,747.28,18.862,19.637,43.59,45.38,400.1,1499,64,99.02,5.29,-0.133,0.8,-0.22,2.74,1,0,0.16,111115,OK
41,13:31:41,9,shade,old-_epi,5,9622,0,2.15,0.0199,784,0.522,2.53,30.87,6,1.42,1,2.84,30.11,30.87,29.95,1000.2,996.18,18.898,19.665,43.65,45.42,400,1501,63,99.02,3.85,-0.139,0.8,-0.22,2.74,1,0,0.16,111115,OK
42,13:33:50,9,shade,old-_epi,5,9751,0,2.63,0.019,973,0.522,2.64,31.32,6,1.42,1,2.84,30.11,31.32,29.95,1249.39,1244.47,18.922,19.69,43.71,45.48,400.1,1501,60,99.02,1.72,-0.132,0.8,-0.22,2.74,1,0,0.16,111115,OK
43,13:36:07,9,shade,old-_epi,5,9887.5,0,3.08,0.0188,1.17E+03,0.515,2.64,31.32,6,1.42,1,2.84,30.11,31.32,29.95,1499.54,1493.76,18.957,19.714,43.78,45.53,400.1,1500,67,99.01,-1.06,-0.132,0.8,-0.22,2.74,1,0,0.16,111115,OK
44,13:38:16,9,shade,old-_epi,5,10017,0,3.59,0.0188,1.37E+03,0.514,2.63,31.28,6,1.42,1,2.84,30.1,31.28,29.95,1749.56,1742.84,18.966,19.721,43.82,45.56,400.1,1501,67,99.01,-4.71,-0.131,0.8,-0.22,2.74,1,0,0.16,111115,OK
45,13:40:26,9,shade,old-_epi,5,10147,0,3.97,0.0187,1.57E+03,0.512,2.64,31.3,6,1.42,1,2.84,30.11,31.3,29.94,1999.58,1992.09,18.97,19.723,43.81,45.55,400.1,1500,63,99.01,-8.67,-0.127,0.8,-0.22,2.74,1,0,0.16,111115,OK
46,13:42:35,9,shade,old-_epi,5,10276,0,4.16,0.0185,1.79E+03,0.505,2.64,31.3,6,1.42,1,2.84,30.1,31.3,29.95,2249.45,2241.51,18.97,19.712,43.83,45.55,400.1,1501,66,99,-13.2,-0.128,0.8,-0.22,2.74,1,0,0.16,111115,OK
