Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
2,9:58:18,500,shade,mature,1,731,0,2.21,0.0101,1.57E+03,0.25,2.39,30.2,6,1.42,1,2.84,29.93,30.2,30.13,2001.53,1997.46,18.92,19.289,44.27,45.13,399.4,1500,5,99.28,-51.4,0.113,0.5,-0.22,2.74,1,0,0.16,111115,OK
3,10:00:37,500,shade,mature,1,872.5,0,1.99,0.00913,1.57E+03,0.24,2.54,30.8,6,1.42,1,2.84,29.99,30.8,30.13,2000.46,1996.74,18.991,19.346,44.28,45.11,399.4,2001,5,99.28,-51.1,0.11,0.5,-0.22,2.74,1,0,0.16,111115,OK
4,10:02:44,500,shade,mature,1,1000,0,1.94,0.00839,1.55E+03,0.217,2.5,30.64,6,1.42,1,2.84,30.01,30.64,30.13,2000.84,1997.27,19.049,19.369,44.37,45.12,399.4,1749,4,99.28,-51.3,0.104,1,-0.22,2.74,1,0,0.16,111115,OK
5,10:04:51,500,shade,mature,1,1127,0,1.65,0.00797,1.59E+03,0.202,2.44,30.42,6,1.42,1,2.84,30.01,30.42,30.13,2000.91,1997.83,19.095,19.392,44.47,45.17,399.3,1499,4,99.27,-51.2,0.0997,1,-0.22,2.74,1,0,0.16,111115,OK
6,10:06:58,500,shade,mature,1,1254,0,1.87,0.00783,1.54E+03,0.193,2.37,30.16,6,1.42,1,2.84,29.99,30.16,30.13,1999.5,1996.11,19.145,19.428,44.63,45.29,399.3,1250,5,99.28,-51.3,0.103,1,-0.22,2.74,1,0,0.16,111115,OK
7,10:09:05,500,shade,mature,1,1380.5,0,2.07,0.00758,1.49E+03,0.182,2.31,29.93,6,1.42,1,2.84,29.99,29.93,30.13,1999.93,1996.28,19.2,19.468,44.77,45.39,399.3,999,6,99.27,-51.1,0.103,1,-0.22,2.74,1,0,0.16,111115,OK
8,10:11:12,500,shade,mature,1,1507.5,0,2.19,0.00725,1.45E+03,0.17,2.26,29.74,6,1.42,1,2.84,29.98,29.74,30.13,2000.05,1996.25,19.278,19.528,44.97,45.56,399.1,800,7,99.27,-51.3,0.0917,1,-0.22,2.74,1,0,0.16,111115,OK
9,10:13:19,500,shade,mature,1,1634.5,0,2.1,0.00705,1.46E+03,0.159,2.18,29.45,6,1.42,1,2.84,29.97,29.45,30.13,2000,1996.37,19.349,19.583,45.16,45.71,399.5,500,6,99.27,-51.4,0.0894,1,-0.22,2.74,1,0,0.16,111115,OK
10,10:15:26,500,shade,mature,1,1762,0,1.99,0.00712,1.49E+03,0.157,2.13,29.25,6,1.42,1,2.84,29.96,29.25,30.13,2000.38,1996.92,19.417,19.648,45.36,45.9,399.4,301,28,99.28,-51.6,0.102,0.8,-0.22,2.74,1,0,0.16,111115,OK
11,10:17:33,500,shade,mature,1,1889,0,1.73,0.00663,1.52E+03,0.145,2.1,29.16,6,1.42,1,2.84,29.95,29.16,30.13,2000.31,1997.28,19.481,19.694,45.52,46.02,399.4,201,8,99.28,-51.4,0.0915,0.8,-0.22,2.74,1,0,0.16,111115,OK
12,10:19:40,500,shade,mature,1,2015.5,0,1.72,0.00649,1.51E+03,0.14,2.08,29.07,6,1.42,1,2.84,29.96,29.07,30.13,2000.55,1997.54,19.555,19.761,45.69,46.17,399.5,100,4,99.29,-51.6,0.0912,0.8,-0.22,2.74,1,0,0.16,111115,OK
13,10:21:47,500,shade,mature,1,2142.5,0,1.35,0.00703,1.63E+03,0.15,2.06,29.01,6,1.42,1,2.84,29.95,29.01,30.13,2000.07,1997.59,19.602,19.823,45.82,46.34,399.3,50,3,99.29,-51.6,0.0865,0.8,-0.22,2.74,1,0,0.16,111115,OK
14,10:23:54,500,shade,mature,1,2270,0,1.14,0.00602,1.63E+03,0.127,2.04,28.96,6,1.42,1,2.84,29.94,28.96,30.13,1999.95,1997.86,19.652,19.84,45.95,46.39,399.3,10,10,99.28,-51.6,0.0883,0.8,-0.22,2.74,1,0,0.16,111115,OK
