Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
2,11:50:06,504,shade,old,2,1568.5,0,9.56,0.0302,1.38E+03,0.977,3.13,32.41,6,1.42,1,2.84,30.63,32.41,30.13,1999.72,1982.48,16.261,17.699,36.45,39.68,400.1,2000,55,99.04,-45.4,0.0159,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
3,11:51:53,504,shade,old,2,1677.0,0,9.33,0.0242,1.28E+03,0.793,3.16,32.41,6,1.42,1,2.84,30.63,32.41,30.13,1999.89,1983.54,16.237,17.406,36.41,39.03,400.0,1999,22,99.03,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
4,11:53:46,504,shade,old,2,1790.0,0,9.3,0.023,1.25E+03,0.744,3.12,32.24,6,1.42,1,2.84,30.64,32.24,30.13,2001.33,1985.16,16.240,17.336,36.38,38.84,399.9,1749,106,99.03,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
5,11:55:17,504,shade,old,2,1881.5,0,8.81,0.0229,1.28E+03,0.726,3.06,32.02,6,1.42,1,2.84,30.64,32.02,30.13,1999.17,1983.79,16.270,17.341,36.46,38.86,399.9,1499,76,99.03,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
6,11:56:51,504,shade,old,2,1975.5,0,8.68,0.0227,1.29E+03,0.706,3,31.79,6,1.42,1,2.84,30.62,31.79,30.13,1999.07,1983.95,16.301,17.342,36.56,38.89,400.0,1251,127,99.02,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
7,11:58:28,504,shade,old,2,2072.5,0,8.55,0.0227,1.3E+03,0.692,2.94,31.57,6,1.42,1,2.84,30.62,31.57,30.12,1998.89,1984.01,16.328,17.348,36.63,38.91,400.1,1001,49,99.02,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
8,11:59:59,504,shade,old,2,2163.5,0,8,0.0226,1.34E+03,0.68,2.9,31.41,6,1.42,1,2.84,30.60,31.41,30.13,2000.30,1986.29,16.355,17.357,36.73,38.98,400.0,799,88,99.02,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
9,12:01:30,504,shade,old,2,2254.5,0,7.33,0.0229,1.39E+03,0.669,2.82,31.12,6,1.42,1,2.84,30.59,31.12,30.13,2000.28,1987.30,16.369,17.355,36.79,39.00,400.0,500,182,99.01,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
10,12:03:01,504,shade,old,2,2345.5,0,6.33,0.023,1.46E+03,0.656,2.76,30.88,6,1.42,1,2.84,30.58,30.88,30.13,2000.07,1988.62,16.385,17.352,36.84,39.01,400.0,300,247,99.01,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
11,12:04:32,504,shade,old,2,2436.5,0,5.7,0.0232,1.51E+03,0.664,2.77,30.90,6,1.42,1,2.84,30.59,30.90,30.13,1999.85,1989.32,16.388,17.367,36.82,39.02,400.0,201,156,99,-45.4,0.0159,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,12:06:31,504,shade,old,2,2555.5,0,4.71,0.0233,1.58E+03,0.661,2.74,30.81,6,1.42,1,2.84,30.58,30.81,30.13,1999.51,1990.46,16.411,17.386,36.89,39.08,400.0,101,119,99,-45.9,0.019,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,12:08:30,504,shade,old,2,2674.0,0,2.93,0.0231,1.7E+03,0.653,2.73,30.76,6,1.42,1,2.84,30.57,30.76,30.13,1999.08,1992.74,16.429,17.390,36.94,39.10,400.3,51,26,99,-46.1,0.0184,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
14,12:11:03,504,shade,old,2,2827.0,0,0.838,0.023,1.85E+03,0.649,2.72,30.75,6,1.42,1,2.84,30.58,30.75,30.13,2000.47,1997.27,16.459,17.415,36.99,39.13,400.0,11,23,98.99,-46.1,0.0169,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
