Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
45,11:30:06,9,sun,mature,7,7807.5,0,9.8,0.0156,902,0.499,3.06,33.31,6,1.42,1,2.84,30.22,33.31,29.94,1999.94,1983.75,20.268,21.000,46.54,48.23,400.1,1999,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
46,11:31:37,9,sun,mature,7,7898.5,0,9.57,0.015,886,0.463,2.97,33.02,6,1.42,1,2.84,30.24,33.02,29.94,1999.99,1984.26,20.412,21.092,46.82,48.38,400.1,1751,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
47,11:33:08,9,sun,mature,7,7989.5,0,9.1,0.0143,894,0.425,2.85,32.65,6,1.42,1,2.84,30.24,32.65,29.94,1999.72,1984.82,20.560,21.185,47.15,48.58,400.1,1500,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,11:34:39,9,sun,mature,7,8080.5,0,8.78,0.0137,891,0.388,2.72,32.20,6,1.42,1,2.84,30.26,32.20,29.95,1999.72,1985.39,20.718,21.288,47.47,48.77,400.1,1249,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,11:36:10,9,sun,mature,7,8171.5,0,8.31,0.0133,919,0.356,2.58,31.70,6,1.42,1,2.84,30.21,31.70,29.94,1999.34,1985.82,20.862,21.385,47.92,49.13,400.1,1001,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,11:37:42,9,sun,mature,7,8263.5,0,8,0.0132,949,0.336,2.45,31.27,6,1.42,1,2.84,30.16,31.27,29.94,1999.19,1986.19,20.979,21.471,48.33,49.46,400.1,800,6,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,11:39:13,9,sun,mature,7,8354.5,0,7.14,0.0129,1.04E+03,0.31,2.3,30.71,6,1.42,1,2.84,30.17,30.71,29.94,1999.20,1987.57,21.093,21.547,48.58,49.63,400.1,501,7,99.07,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,11:40:48,9,sun,mature,7,8449.5,0,6.16,0.0126,1.15E+03,0.284,2.18,30.23,6,1.42,1,2.84,30.13,30.23,29.94,1999.11,1989.02,21.213,21.630,48.97,49.93,400.1,300,6,99.06,-6.36,-0.137,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,11:42:48,9,sun,mature,7,8569.5,0,5.78,0.012,1.16E+03,0.261,2.1,29.97,6,1.42,1,2.84,30.10,29.97,29.94,1998.96,1989.51,21.328,21.711,49.31,50.19,400.1,201,5,99.06,-6.94,-0.151,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,11:44:45,9,sun,mature,7,8686.5,0,4.11,0.0115,1.36E+03,0.244,2.03,29.71,6,1.42,1,2.84,30.05,29.71,29.94,1998.75,1991.87,21.450,21.807,49.73,50.56,400.1,100,7,99.06,-7.26,-0.152,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,11:46:42,9,sun,mature,7,8803.5,0,2.15,0.011,1.62E+03,0.229,2,29.63,6,1.42,1,2.84,30.06,29.63,29.94,1998.61,1994.71,21.584,21.920,50.02,50.80,400.1,49,4,99.06,-6.93,-0.153,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,11:48:39,9,sun,mature,7,8920.5,0,0.495,0.01,1.86E+03,0.205,1.97,29.55,6,1.42,1,2.84,30.06,29.55,29.95,2000.15,1998.79,21.727,22.027,50.34,51.03,400.1,10,7,99.05,-7.52,-0.158,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
