Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
58,10:13:08,caferana,shade,old,9,10115.5,0,6.89,0.0195,1.32E+03,0.756,3.75,32.04,6,1.42,1,2.84,30.06,32.04,29.95,1999.82,1987.23,9.325,10.447,21.61,24.21,400.1,2000,33,99.06,-3.87,0.031,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
59,10:14:39,caferana,shade,old,9,10206.5,0,6.37,0.0171,1.29E+03,0.653,3.69,31.77,6,1.42,1,2.84,30.10,31.77,29.95,1999.87,1988.37,9.339,10.308,21.59,23.83,400.1,1750,33,99.06,-3.87,0.031,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
60,10:16:10,caferana,shade,old,9,10297.5,0,5.95,0.0158,1.29E+03,0.584,3.57,31.29,6,1.42,1,2.84,30.07,31.29,29.95,1999.70,1989.04,9.346,10.213,21.64,23.65,400.1,1501,36,99.06,-3.87,0.031,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
61,10:18:09,caferana,shade,old,9,10416.5,0,5.24,0.0148,1.32E+03,0.538,3.52,31.05,6,1.42,1,2.84,30.08,31.05,29.94,1999.45,1989.99,9.368,10.167,21.68,23.53,400.1,1250,31,99.06,-3.95,0.0417,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
62,10:20:07,caferana,shade,old,9,10534.5,0,4.92,0.0142,1.34E+03,0.492,3.35,30.38,6,1.42,1,2.84,30.07,30.38,29.94,1999.47,1990.63,9.384,10.114,21.73,23.42,400.1,999,27,99.06,-3.99,0.0416,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
63,10:22:05,caferana,shade,old,9,10652.0,0,4.91,0.0137,1.32E+03,0.47,3.33,30.31,6,1.42,1,2.84,30.03,30.31,29.94,1999.41,1990.64,9.417,10.115,21.85,23.47,400.1,801,32,99.06,-4.07,0.0396,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
64,10:24:02,caferana,shade,old,9,10769.0,0,4.68,0.0133,1.34E+03,0.44,3.21,29.79,6,1.42,1,2.84,30.02,29.79,29.95,1999.14,1990.81,9.446,10.099,21.93,23.45,400.1,500,28,99.05,-4.28,0.0368,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
65,10:26:00,caferana,shade,old,9,10887.5,0,4.4,0.0132,1.37E+03,0.424,3.11,29.39,6,1.42,1,2.84,29.98,29.39,29.95,1998.98,1991.10,9.461,10.091,22.02,23.49,400.1,300,28,99.05,-4.41,0.0406,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
66,10:27:57,caferana,shade,old,9,11004.0,0,4.35,0.013,1.37E+03,0.409,3.06,29.16,6,1.42,1,2.84,29.95,29.16,29.95,1998.87,1991.13,9.470,10.078,22.08,23.49,400.1,201,24,99.05,-4.74,0.0382,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
67,10:29:55,caferana,shade,old,9,11122.5,0,3.6,0.0129,1.46E+03,0.399,3.01,28.93,6,1.42,1,2.84,29.93,28.93,29.95,1998.91,1992.32,9.474,10.067,22.12,23.50,400.1,100,27,99.04,-4.72,0.0399,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
68,10:31:53,caferana,shade,old,9,11240.5,0,2.77,0.0126,1.55E+03,0.387,2.99,28.84,6,1.42,1,2.84,29.91,28.84,29.95,1999.03,1993.72,9.484,10.058,22.16,23.50,400.1,50,27,99.04,-4.74,0.0348,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
