Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
40,14:56:56,11,shade_1,mature,10,21379.5,0,3.68,0.00775,1.16E+03,0.214,2.66,30.09,6,1.42,1,2.84,30.25,30.09,30.13,2000.61,1994.44,16.120,16.436,36.92,37.64,399.8,1500,6,99,-51.2,-0.0262,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
41,14:59:06,11,shade_1,mature,10,21524.5,0,3.62,0.00718,1.12E+03,0.203,2.72,30.43,6,1.42,1,2.84,30.26,30.43,30.13,2000.57,1994.54,16.346,16.645,37.42,38.10,400.0,1999,4,99,-51,-0.0193,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
42,15:01:03,11,shade_1,mature,10,21641.0,0,3.86,0.00643,965,0.18,2.69,30.38,6,1.42,1,2.84,30.27,30.38,30.13,2000.90,1994.57,16.509,16.774,37.77,38.37,400.0,1751,7,99,-51.2,-0.0243,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
43,15:03:01,11,shade_1,mature,10,21759.0,0,3.66,0.00613,973,0.168,2.64,30.22,6,1.42,1,2.84,30.28,30.22,30.13,2000.52,1994.53,16.682,16.931,38.16,38.72,399.7,1499,7,99,-51,-0.0256,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
44,15:04:58,11,shade_1,mature,10,21876.5,0,4.35,0.00601,774,0.16,2.57,29.99,6,1.42,1,2.84,30.23,29.99,30.13,2000.90,1993.89,16.836,17.073,38.60,39.14,399.9,1251,6,99,-51.2,-0.0275,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
45,15:06:59,11,shade_1,mature,10,21997.0,0,4.05,0.00582,820,0.151,2.5,29.76,6,1.42,1,2.84,30.20,29.76,30.13,2000.09,1993.57,17.013,17.236,39.07,39.58,400.0,999,7,99,-51.2,-0.0304,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
46,15:08:56,11,shade_1,mature,10,22114.5,0,4.25,0.00559,720,0.142,2.45,29.64,6,1.42,1,2.84,30.20,29.64,30.13,2000.25,1993.45,17.172,17.382,39.45,39.94,400.0,801,7,98.99,-51.2,-0.0376,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
47,15:10:56,11,shade_1,mature,10,22234.0,0,4.49,0.00582,703,0.144,2.38,29.38,6,1.42,1,2.84,30.17,29.38,30.13,2000.48,1993.32,17.318,17.530,39.84,40.33,400.1,500,6,98.99,-51.5,-0.0357,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,15:12:56,11,shade_1,mature,10,22354.0,0,4.39,0.00564,693,0.136,2.32,29.20,6,1.42,1,2.84,30.13,29.20,30.13,2000.24,1993.25,17.471,17.671,40.28,40.74,400.2,299,7,98.98,-51.6,-0.0435,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,15:14:53,11,shade_1,mature,10,22471.0,0,4.53,0.00577,684,0.137,2.29,29.13,6,1.42,1,2.84,30.13,29.13,30.13,2000.25,1993.05,17.626,17.828,40.65,41.11,400.0,199,7,98.98,-51.7,-0.0444,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,15:16:57,11,shade_1,mature,10,22595.0,0,4.03,0.00608,878,0.142,2.24,29.00,6,1.42,1,2.84,30.11,29.00,30.13,2000.16,1993.69,17.774,17.983,41.03,41.52,400.0,100,7,98.97,-52,-0.0486,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,15:18:54,11,shade_1,mature,10,22712.0,0,2.83,0.00608,1.19E+03,0.142,2.24,29.06,6,1.42,1,2.84,30.10,29.06,30.13,1999.72,1995.05,17.922,18.131,41.39,41.87,400.0,49,7,98.97,-51.9,-0.0553,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
