Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
17,14:11:19,tower_tachi,more_shade,mature,lc,3821.5,0,22.5,0.025,426,1.08,4.14,34.14,6,1.42,1,2.84,30.84,34.14,29.93,2000.24,1963.30,11.063,12.660,24.35,27.86,400.1,2000,38,98.36,-6.52,-0.0281,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
18,14:12:50,tower_tachi,more_shade,mature,lc,3912.5,0,21.6,0.0234,396,0.996,4.09,33.92,6,1.42,1,2.84,30.86,33.92,29.93,2000.44,1965.14,11.059,12.534,24.30,27.54,400.1,1751,33,98.35,-6.52,-0.0281,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
19,14:14:29,tower_tachi,more_shade,mature,lc,4011.5,0,20.9,0.022,357,0.918,4,33.59,6,1.42,1,2.84,30.87,33.59,29.94,2000.60,1966.53,11.069,12.428,24.31,27.29,400.1,1501,43,98.35,-6.52,-0.0281,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
20,14:16:00,tower_tachi,more_shade,mature,lc,4102.5,0,20,0.0207,342,0.846,3.91,33.26,6,1.42,1,2.84,30.84,33.26,29.94,2000.44,1968.02,11.090,12.343,24.40,27.16,400.1,1251,35,98.35,-6.52,-0.0281,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
21,14:17:31,tower_tachi,more_shade,mature,lc,4193.5,0,19.4,0.0198,316,0.789,3.82,32.91,6,1.42,1,2.84,30.83,32.91,29.93,2000.51,1969.02,11.109,12.279,24.46,27.03,400.1,1001,33,98.34,-6.52,-0.0281,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
22,14:20:02,tower_tachi,more_shade,mature,lc,4345.0,0,13.3,0.0131,285,0.495,3.62,32.04,6,1.42,1,2.84,30.79,32.04,29.93,2000.55,1979.18,11.128,11.862,24.54,26.16,400.1,800,153,98.34,-6.52,-0.0281,0.2,-0.22,2.74,1.00,0.00,0.16,111115,OK
