Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
2,10:32:08,504,sun,mature,1,1311.5,0,17.5,0.0478,1.31E+03,1.24,2.53,29.90,6,1.42,1,2.84,29.82,29.90,29.95,2000.68,1970.70,15.335,17.161,36.06,40.35,400.0,1999,14,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
3,10:33:39,504,sun,mature,1,1402.5,0,17.8,0.0496,1.32E+03,1.27,2.5,29.81,6,1.42,1,2.84,29.81,29.81,29.95,2000.78,1970.27,15.394,17.265,36.21,40.61,400.0,1750,16,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
4,10:35:12,504,sun,mature,1,1495.5,0,17.4,0.049,1.32E+03,1.24,2.47,29.67,6,1.42,1,2.84,29.80,29.67,29.95,2000.62,1970.80,15.437,17.260,36.33,40.62,400.0,1500,16,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
5,10:36:43,504,sun,mature,1,1586.5,0,17,0.0489,1.34E+03,1.22,2.44,29.56,6,1.42,1,2.84,29.78,29.56,29.95,2000.63,1971.55,15.483,17.282,36.47,40.71,400.0,1249,13,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
6,10:38:14,504,sun,mature,1,1677.5,0,16.2,0.0498,1.38E+03,1.22,2.4,29.43,6,1.42,1,2.84,29.76,29.43,29.95,2000.48,1972.55,15.541,17.343,36.66,40.91,400.1,999,13,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
7,10:39:45,504,sun,mature,1,1768.5,0,15.3,0.0517,1.43E+03,1.25,2.36,29.29,6,1.42,1,2.84,29.72,29.29,29.95,2000.28,1973.64,15.585,17.421,36.84,41.18,400.1,800,12,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
8,10:41:19,504,sun,mature,1,1862.5,0,13.6,0.0533,1.49E+03,1.26,2.32,29.13,6,1.42,1,2.84,29.71,29.13,29.95,2000.29,1976.15,15.631,17.487,36.99,41.38,400.0,500,12,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
9,10:42:50,504,sun,mature,1,1953.5,0,11.7,0.0555,1.57E+03,1.29,2.28,29.00,6,1.42,1,2.84,29.69,29.00,29.96,2000.28,1978.97,15.686,17.585,37.15,41.65,400.0,300,13,99.13,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
10,10:44:21,504,sun,mature,1,2044.5,0,9.59,0.0587,1.65E+03,1.34,2.25,28.92,6,1.42,1,2.84,29.68,28.92,29.95,2000.39,1982.03,15.750,17.727,37.33,42.02,400.0,200,15,99.12,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
11,10:45:52,504,sun,mature,1,2136.0,0,5.18,0.062,1.78E+03,1.4,2.21,28.84,6,1.42,1,2.84,29.65,28.84,29.95,2000.38,1988.44,15.810,17.867,37.52,42.40,400.0,100,16,99.12,-6.13,-0.0433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,10:47:53,504,sun,mature,1,2255.5,0,2.99,0.0649,1.85E+03,1.44,2.18,28.74,6,1.42,1,2.84,29.62,28.74,29.95,2000.34,1991.57,15.867,17.984,37.73,42.76,400.0,50,19,99.12,-7.04,-0.0788,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,10:49:52,504,sun,mature,1,2374.5,0,0.504,0.0679,1.91E+03,1.47,2.14,28.61,6,1.42,1,2.84,29.60,28.61,29.94,2000.43,1995.26,15.920,18.091,37.91,43.08,400.0,10,21,99.12,-7.11,-0.0831,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
