Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
45,11:30:24,9,sun,young,8,7804.0,0,7.27,0.175,1.83E+03,4.15,2.42,30.52,6,1.42,1,2.84,30.40,30.52,30.13,1999.23,1976.02,13.741,19.848,31.28,45.18,400.0,1999,7,99.22,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
46,11:31:55,9,sun,young,8,7895.0,0,7.49,0.171,1.83E+03,4.07,2.42,30.48,6,1.42,1,2.84,30.41,30.48,30.13,1999.01,1975.74,13.763,19.740,31.31,44.91,400.0,1751,8,99.22,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
47,11:33:26,9,sun,young,8,7986.0,0,7.3,0.167,1.83E+03,3.95,2.41,30.38,6,1.42,1,2.84,30.41,30.38,30.13,1998.56,1975.88,13.797,19.613,31.39,44.62,400.0,1500,8,99.22,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,11:35:12,9,sun,young,8,8092.0,0,7.44,0.162,1.82E+03,3.84,2.41,30.33,6,1.42,1,2.84,30.40,30.33,30.13,1999.91,1977.37,13.834,19.478,31.48,44.32,400.0,1251,8,99.22,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,11:36:43,9,sun,young,8,8183.5,0,7.03,0.157,1.83E+03,3.71,2.4,30.22,6,1.42,1,2.84,30.39,30.22,30.13,1999.91,1978.36,13.881,19.337,31.62,44.05,400.0,1000,7,99.22,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,11:38:14,9,sun,young,8,8274.5,0,6.81,0.153,1.83E+03,3.6,2.39,30.12,6,1.42,1,2.84,30.36,30.12,30.13,1999.78,1978.89,13.890,19.181,31.68,43.75,400.0,801,7,99.22,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,11:39:45,9,sun,young,8,8365.5,0,6.2,0.147,1.84E+03,3.45,2.37,29.97,6,1.42,1,2.84,30.34,29.97,30.13,1999.63,1980.07,13.891,18.974,31.73,43.34,399.9,500,9,99.21,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,11:41:16,9,sun,young,8,8456.5,0,5.68,0.144,1.84E+03,3.35,2.36,29.86,6,1.42,1,2.84,30.31,29.86,30.13,1999.50,1981.03,13.902,18.835,31.80,43.08,400.0,300,6,99.21,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,11:42:47,9,sun,young,8,8547.5,0,4.71,0.141,1.85E+03,3.29,2.35,29.79,6,1.42,1,2.84,30.29,29.79,30.13,1999.23,1982.39,13.916,18.755,31.86,42.94,400.0,200,6,99.21,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,11:44:20,9,sun,young,8,8640.5,0,2.21,0.14,1.89E+03,3.23,2.34,29.72,6,1.42,1,2.84,30.28,29.72,30.13,1999.27,1986.32,13.930,18.691,31.92,42.83,400.0,100,9,99.21,-46.5,-0.0789,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,11:46:21,9,sun,young,8,8761.5,0,0.765,0.138,1.9E+03,3.19,2.33,29.70,6,1.42,1,2.84,30.27,29.70,30.13,1998.79,1988.12,13.979,18.681,32.04,42.82,400.0,50,9,99.2,-47.5,-0.0631,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,11:48:22,9,sun,young,8,8882.5,0,-1.52,0.136,1.93E+03,3.14,2.33,29.68,6,1.42,1,2.84,30.28,29.68,30.13,1998.58,1991.49,14.042,18.659,32.18,42.76,400.0,11,9,99.2,-47.2,-0.0562,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
