Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
2,11:45:59,504,shade,mature,1,1397.5,0,11.2,0.0377,1.42E+03,1.04,2.67,32.21,6,1.42,1,2.84,30.52,32.21,29.94,1999.11,1979.21,20.337,21.865,45.83,49.28,400.1,2000,13,98.89,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
3,11:47:30,504,shade,mature,1,1489.0,0,11.5,0.0402,1.44E+03,1.09,2.62,32.02,6,1.42,1,2.84,30.50,32.02,29.94,1998.90,1978.45,20.301,21.894,45.80,49.40,400.1,1750,22,98.89,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
4,11:49:03,504,shade,mature,1,1582.0,0,11.7,0.0443,1.48E+03,1.08,2.37,31.07,6,1.42,1,2.84,30.45,31.07,29.94,1998.91,1978.23,20.252,21.838,45.81,49.40,400.1,1500,100,98.89,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
5,11:50:34,504,shade,mature,1,1673.0,0,11.5,0.0451,1.5E+03,1.08,2.33,30.88,6,1.42,1,2.84,30.44,30.88,29.95,1998.81,1978.35,20.206,21.789,45.73,49.32,400.1,1251,86,98.88,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
6,11:52:05,504,shade,mature,1,1764.0,0,11.1,0.0457,1.52E+03,1.08,2.3,30.75,6,1.42,1,2.84,30.41,30.75,29.94,1998.72,1978.82,20.160,21.744,45.69,49.29,400.1,1000,85,98.88,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
7,11:53:36,504,shade,mature,1,1855.0,0,10.9,0.0469,1.54E+03,1.1,2.27,30.66,6,1.42,1,2.84,30.40,30.66,29.94,1999.81,1980.25,20.155,21.763,45.71,49.36,400.1,800,46,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
8,11:55:07,504,shade,mature,1,1946.0,0,9.62,0.0464,1.58E+03,1.07,2.24,30.51,6,1.42,1,2.84,30.37,30.51,29.94,1999.67,1982.07,20.171,21.739,45.84,49.40,400.1,501,105,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
9,11:56:38,504,shade,mature,1,2037.0,0,8.24,0.0462,1.63E+03,1.05,2.21,30.40,6,1.42,1,2.84,30.35,30.40,29.94,1999.38,1983.89,20.200,21.743,45.94,49.45,400.1,299,81,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
10,11:58:09,504,shade,mature,1,2128.0,0,7.35,0.0475,1.67E+03,1.07,2.18,30.31,6,1.42,1,2.84,30.35,30.31,29.94,1999.17,1984.98,20.232,21.794,46.03,49.58,400.1,201,123,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
11,11:59:43,504,shade,mature,1,2222.0,0,5.29,0.048,1.74E+03,1.06,2.16,30.22,6,1.42,1,2.84,30.34,30.22,29.94,1999.02,1987.90,20.267,21.828,46.13,49.68,400.1,100,205,98.87,-3.85,-0.12,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,12:01:42,504,shade,mature,1,2340.5,0,4.08,0.0471,1.78E+03,1.04,2.15,30.18,6,1.42,1,2.84,30.34,30.18,29.94,1998.98,1989.75,20.303,21.830,46.21,49.68,400.1,51,100,98.86,-5.45,-0.15,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,12:03:41,504,shade,mature,1,2459.0,0,1.05,0.0472,1.89E+03,1.04,2.14,30.17,6,1.42,1,2.84,30.33,30.17,29.94,1998.59,1993.90,20.330,21.856,46.29,49.77,400.1,10,146,98.85,-5.48,-0.151,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
$ACICURVE_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
