Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
40,12:28:22,11,sun_1,mature,6,12487.5,0,2.81,0.0047,960,0.151,3.09,31.57,6,1.42,1,2.84,29.95,31.57,29.94,1999.98,1995.31,15.606,15.829,36.40,36.92,400.1,2000,6,99.06,-3.4,0.0105,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
41,12:30:20,11,sun_1,mature,6,12605.5,0,3.07,0.00509,953,0.16,3.03,31.36,6,1.42,1,2.84,29.97,31.36,29.95,2000.06,1994.98,15.674,15.910,36.50,37.05,400.0,1751,7,99.05,-3.53,0.0119,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
42,12:32:17,11,sun_1,mature,6,12723.0,0,3.53,0.00531,860,0.163,2.95,31.08,6,1.42,1,2.84,29.95,31.08,29.94,1999.94,1994.16,15.724,15.965,36.66,37.22,400.1,1500,7,99.05,-3.56,0.00814,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
43,12:34:15,11,sun_1,mature,6,12841.0,0,3.63,0.00557,879,0.166,2.86,30.75,6,1.42,1,2.84,29.93,30.75,29.94,1999.79,1993.85,15.771,16.015,36.82,37.39,400.1,1250,7,99.04,-3.26,0.00527,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
44,12:36:12,11,sun_1,mature,6,12958.0,0,4.23,0.00599,795,0.173,2.78,30.45,6,1.42,1,2.84,29.92,30.45,29.94,1999.66,1992.80,15.802,16.058,36.91,37.51,400.1,1001,6,99.04,-3.61,0.00696,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
45,12:38:09,11,sun_1,mature,6,13074.5,0,4.81,0.00653,747,0.184,2.72,30.21,6,1.42,1,2.84,29.91,30.21,29.94,1999.47,1991.70,15.832,16.104,37.00,37.63,400.1,800,6,99.03,-3.8,0.00262,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
46,12:40:06,11,sun_1,mature,6,13191.5,0,4.96,0.00666,736,0.181,2.62,29.80,6,1.42,1,2.84,29.85,29.80,29.94,1999.04,1991.06,15.850,16.117,37.15,37.78,400.0,500,35,99.03,-3.63,-0.00556,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
47,12:42:04,11,sun_1,mature,6,13309.5,0,4.99,0.00702,793,0.186,2.55,29.52,6,1.42,1,2.84,29.84,29.52,29.95,1998.86,1990.82,15.877,16.151,37.24,37.88,400.0,301,14,99.03,-3.98,-0.00482,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,12:44:43,11,sun_1,mature,6,13469.0,0,5.14,0.00775,869,0.201,2.51,29.37,6,1.42,1,2.84,29.82,29.37,29.95,2000.13,1991.82,15.894,16.191,37.32,38.02,400.0,201,23,99.03,-4.46,-0.0069,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,12:46:41,11,sun_1,mature,6,13587.0,0,4.08,0.0081,1.12E+03,0.208,2.47,29.24,6,1.42,1,2.84,29.82,29.24,29.95,1999.69,1992.95,15.911,16.217,37.38,38.09,400.0,100,10,99.03,-4.85,-0.0101,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,12:48:38,11,sun_1,mature,6,13703.5,0,2.47,0.00866,1.47E+03,0.221,2.46,29.20,6,1.42,1,2.84,29.84,29.20,29.95,1999.61,1995.26,15.927,16.252,37.37,38.13,400.0,51,77,99.02,-4.85,-0.0147,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,12:50:35,11,sun_1,mature,6,13820.5,0,0.209,0.00929,1.88E+03,0.238,2.47,29.25,6,1.42,1,2.84,29.83,29.25,29.94,1999.41,1998.39,15.927,16.278,37.37,38.19,400.0,10,370,99.02,-5.29,-0.013,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
$LIGHTCURVE_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
